"rn","cond","pict1","pict2","channel","mean","var"
"951",16,"crop_183.fit","crop_184.fit","Green B",107.35986328125,43.5524799723546
"952",16,"crop_183.fit","crop_184.fit","Blue",85.98388671875,39.7144156089626
"953",16,"crop_183.fit","crop_185.fit","Red",47.4775390625,26.3622846407625
"954",16,"crop_183.fit","crop_185.fit","Green R",105.81005859375,42.001164142687
"955",16,"crop_183.fit","crop_185.fit","Green B",104.9794921875,46.3481717375367
"956",16,"crop_183.fit","crop_185.fit","Blue",83.44921875,41.6926854227762
"957",16,"crop_184.fit","crop_185.fit","Red",47.31298828125,22.0648860390701
"958",16,"crop_184.fit","crop_185.fit","Green R",105.05419921875,44.0317611918072
"959",16,"crop_184.fit","crop_185.fit","Green B",104.82275390625,43.3188572023155
"960",16,"crop_184.fit","crop_185.fit","Blue",84.09521484375,42.5103016365775
"961",17,"crop_1.fit","crop_2.fit","Red",6661.7041015625,2922.68863025415
"962",17,"crop_1.fit","crop_2.fit","Green R",14814.1005859375,5623.83111673693
"963",17,"crop_1.fit","crop_2.fit","Green B",14863.31640625,5094.10880223607
"964",17,"crop_1.fit","crop_2.fit","Blue",12128.6591796875,5458.62977876039
"965",17,"crop_1.fit","crop_3.fit","Red",6665.96484375,2954.29988201063
"966",17,"crop_1.fit","crop_3.fit","Green R",14816.6547851562,5039.30712699704
"967",17,"crop_1.fit","crop_3.fit","Green B",14867.6787109375,5392.68693296371
"968",17,"crop_1.fit","crop_3.fit","Blue",12130.89453125,5223.04172012463
"969",17,"crop_1.fit","crop_4.fit","Red",6730.8125,2974.60118638502
"970",17,"crop_1.fit","crop_4.fit","Green R",14960.5493164062,5681.19559076781
"971",17,"crop_1.fit","crop_4.fit","Green B",15013.8227539062,5378.87839028516
"972",17,"crop_1.fit","crop_4.fit","Blue",12249.818359375,4837.38404203324
"973",17,"crop_1.fit","crop_5.fit","Red",6688.05908203125,2988.85680854029
"974",17,"crop_1.fit","crop_5.fit","Green R",14866.7807617188,5584.13485869914
"975",17,"crop_1.fit","crop_5.fit","Green B",14918.2934570312,5233.94356700192
"976",17,"crop_1.fit","crop_5.fit","Blue",12171.8330078125,5413.1642515121
"977",17,"crop_1.fit","crop_6.fit","Red",6617.79736328125,2789.19069936385
"978",17,"crop_1.fit","crop_6.fit","Green R",14715.5356445312,5780.18426149728
"979",17,"crop_1.fit","crop_6.fit","Green B",14766.0649414062,5247.13243781693
"980",17,"crop_1.fit","crop_6.fit","Blue",12042.4047851562,4944.61611022651
"981",17,"crop_2.fit","crop_3.fit","Red",6594.6796875,2941.81208570076
"982",17,"crop_2.fit","crop_3.fit","Green R",14664.2202148438,5301.79030682964
"983",17,"crop_2.fit","crop_3.fit","Green B",14713.3759765625,5076.05881712793
"984",17,"crop_2.fit","crop_3.fit","Blue",12001.5087890625,4894.53231725012
"985",17,"crop_2.fit","crop_4.fit","Red",6659.52734375,2912.31469750428
"986",17,"crop_2.fit","crop_4.fit","Green R",14808.1147460938,5262.19170742837
"987",17,"crop_2.fit","crop_4.fit","Green B",14859.5200195312,5360.04635139831
"988",17,"crop_2.fit","crop_4.fit","Blue",12120.4326171875,5291.15259767534
"989",17,"crop_2.fit","crop_5.fit","Red",6616.77392578125,2677.49797575681
"990",17,"crop_2.fit","crop_5.fit","Green R",14714.3461914062,5010.02445272407
"991",17,"crop_2.fit","crop_5.fit","Green B",14763.9907226562,4928.46082246991
"992",17,"crop_2.fit","crop_5.fit","Blue",12042.447265625,4946.29043713343
"993",17,"crop_2.fit","crop_6.fit","Red",6546.51220703125,2740.63801271918
"994",17,"crop_2.fit","crop_6.fit","Green R",14563.1010742188,5807.54629794034
"995",17,"crop_2.fit","crop_6.fit","Green B",14611.7622070312,5709.272722977
"996",17,"crop_2.fit","crop_6.fit","Blue",11913.0190429688,4971.61188704713
"997",17,"crop_3.fit","crop_4.fit","Red",6663.7880859375,2774.31717375367
"998",17,"crop_3.fit","crop_4.fit","Green R",14810.6689453125,5441.4831072825
"999",17,"crop_3.fit","crop_4.fit","Green B",14863.8823242188,5699.97556923188
"1000",17,"crop_3.fit","crop_4.fit","Blue",12122.66796875,5141.10470888319
"1001",17,"crop_3.fit","crop_5.fit","Red",6621.03466796875,2865.62493842788
"1002",17,"crop_3.fit","crop_5.fit","Green R",14716.900390625,4956.67301861865
"1003",17,"crop_3.fit","crop_5.fit","Green B",14768.3530273438,5396.72877289147
"1004",17,"crop_3.fit","crop_5.fit","Blue",12044.6826171875,5137.35117111132
"1005",17,"crop_3.fit","crop_6.fit","Red",6550.77294921875,2779.15254564929
"1006",17,"crop_3.fit","crop_6.fit","Green R",14565.6552734375,5619.23649040811
"1007",17,"crop_3.fit","crop_6.fit","Green B",14616.1245117188,5585.61582766297
"1008",17,"crop_3.fit","crop_6.fit","Blue",11915.2543945312,4851.88786380056
"1009",17,"crop_4.fit","crop_5.fit","Red",6685.88232421875,2763.71649665124
"1010",17,"crop_4.fit","crop_5.fit","Green R",14860.794921875,5383.82824528043
"1011",17,"crop_4.fit","crop_5.fit","Green B",14914.4970703125,5676.84872159091
"1012",17,"crop_4.fit","crop_5.fit","Blue",12163.6064453125,4756.3798245815
"1013",17,"crop_4.fit","crop_6.fit","Red",6615.62060546875,2776.46532821282
"1014",17,"crop_4.fit","crop_6.fit","Green R",14709.5498046875,5555.97421034946
"1015",17,"crop_4.fit","crop_6.fit","Green B",14762.2685546875,5499.23350439883
"1016",17,"crop_4.fit","crop_6.fit","Blue",12034.1782226562,4773.36872203003
"1017",17,"crop_5.fit","crop_6.fit","Red",6572.8671875,2816.62338098729
"1018",17,"crop_5.fit","crop_6.fit","Green R",14615.78125,5722.94716634592
"1019",17,"crop_5.fit","crop_6.fit","Green B",14666.7392578125,5669.55919324291
"1020",17,"crop_5.fit","crop_6.fit","Blue",11956.1928710938,4900.94520892519
"1021",18,"crop_61.fit","crop_62.fit","Red",784.96435546875,334.639696645131
"1022",18,"crop_61.fit","crop_62.fit","Green R",1755.47607421875,670.30897129689
"1023",18,"crop_61.fit","crop_62.fit","Green B",1762.44677734375,686.217065596744
"1024",18,"crop_61.fit","crop_62.fit","Blue",1399.09765625,683.935756888441
"1025",18,"crop_61.fit","crop_63.fit","Red",783.92822265625,382.175956420302
"1026",18,"crop_61.fit","crop_63.fit","Green R",1755.24755859375,690.006380112873
"1027",18,"crop_61.fit","crop_63.fit","Green B",1760.79833984375,725.934334047379
"1028",18,"crop_61.fit","crop_63.fit","Blue",1399.4033203125,663.47018572825
"1029",18,"crop_61.fit","crop_64.fit","Red",780.56982421875,376.579861906617
"1030",18,"crop_61.fit","crop_64.fit","Green R",1746.779296875,753.806755177786
"1031",18,"crop_61.fit","crop_64.fit","Green B",1753.85107421875,736.294354361406
"1032",18,"crop_61.fit","crop_64.fit","Blue",1392.6162109375,667.868943976051
"1033",18,"crop_61.fit","crop_65.fit","Red",786.3984375,347.895800876711
"1034",18,"crop_61.fit","crop_65.fit","Green R",1759.05126953125,750.931210574749
"1035",18,"crop_61.fit","crop_65.fit","Green B",1765.22705078125,758.392106072061
"1036",18,"crop_61.fit","crop_65.fit","Blue",1402.06103515625,637.99278651561
"1037",18,"crop_61.fit","crop_66.fit","Red",781.85791015625,348.731598526851
"1038",18,"crop_61.fit","crop_66.fit","Green R",1749.90380859375,707.974060953537
"1039",18,"crop_61.fit","crop_66.fit","Green B",1756.14990234375,702.314114716978
"1040",18,"crop_61.fit","crop_66.fit","Blue",1394.64697265625,636.478963812775
"1041",18,"crop_62.fit","crop_63.fit","Red",782.1259765625,366.761804664589
"1042",18,"crop_62.fit","crop_63.fit","Green R",1750.396484375,699.132995784458
"1043",18,"crop_62.fit","crop_63.fit","Green B",1756.7060546875,707.968597262952
"1044",18,"crop_62.fit","crop_63.fit","Blue",1395.75390625,648.59203743585
"1045",18,"crop_62.fit","crop_64.fit","Red",778.767578125,351.609206989247
"1046",18,"crop_62.fit","crop_64.fit","Green R",1741.92822265625,698.873117038581
"1047",18,"crop_62.fit","crop_64.fit","Green B",1749.7587890625,695.710891678886
"1048",18,"crop_62.fit","crop_64.fit","Blue",1388.966796875,655.252487704668
"1049",18,"crop_62.fit","crop_65.fit","Red",784.59619140625,343.610558234818
"1050",18,"crop_62.fit","crop_65.fit","Green R",1754.2001953125,737.656324459311
"1051",18,"crop_62.fit","crop_65.fit","Green B",1761.134765625,745.112534747678
"1052",18,"crop_62.fit","crop_65.fit","Blue",1398.41162109375,667.328204709647
"1053",18,"crop_62.fit","crop_66.fit","Red",780.0556640625,347.834599141618
"1054",18,"crop_62.fit","crop_66.fit","Green R",1745.052734375,709.648391678886
"1055",18,"crop_62.fit","crop_66.fit","Green B",1752.0576171875,660.020039100684
"1056",18,"crop_62.fit","crop_66.fit","Blue",1390.99755859375,632.92426103907
"1057",18,"crop_63.fit","crop_64.fit","Red",777.7314453125,356.839624190494
"1058",18,"crop_63.fit","crop_64.fit","Green R",1741.69970703125,731.158784957692
"1059",18,"crop_63.fit","crop_64.fit","Green B",1748.1103515625,647.169408296676
"1060",18,"crop_63.fit","crop_64.fit","Blue",1389.2724609375,670.103792460899
"1061",18,"crop_63.fit","crop_65.fit","Red",783.56005859375,362.15413793301
"1062",18,"crop_63.fit","crop_65.fit","Green R",1753.9716796875,722.608105373289
"1063",18,"crop_63.fit","crop_65.fit","Green B",1759.486328125,683.771839488636
"1064",18,"crop_63.fit","crop_65.fit","Blue",1398.71728515625,665.925276740439
"1065",18,"crop_63.fit","crop_66.fit","Red",779.01953125,360.779936461388
"1066",18,"crop_63.fit","crop_66.fit","Green R",1744.82421875,718.646138807429
"1067",18,"crop_63.fit","crop_66.fit","Green B",1750.4091796875,680.532624633431
"1068",18,"crop_63.fit","crop_66.fit","Blue",1391.30322265625,668.111356285893
"1069",18,"crop_64.fit","crop_65.fit","Red",780.20166015625,366.064851673234
"1070",18,"crop_64.fit","crop_65.fit","Green R",1745.50341796875,707.774204526362
"1071",18,"crop_64.fit","crop_65.fit","Green B",1752.5390625,747.801073359604
"1072",18,"crop_64.fit","crop_65.fit","Blue",1391.93017578125,633.637600329148
"1073",18,"crop_64.fit","crop_66.fit","Red",775.6611328125,344.591426487659
"1074",18,"crop_64.fit","crop_66.fit","Green R",1736.35595703125,709.377076746548
"1075",18,"crop_64.fit","crop_66.fit","Green B",1743.4619140625,720.201483076735
"1076",18,"crop_64.fit","crop_66.fit","Blue",1384.51611328125,649.993706756323
"1077",18,"crop_65.fit","crop_66.fit","Red",781.48974609375,339.941482141221
"1078",18,"crop_65.fit","crop_66.fit","Green R",1748.6279296875,678.716976341031
"1079",18,"crop_65.fit","crop_66.fit","Green B",1754.837890625,719.540381766251
"1080",18,"crop_65.fit","crop_66.fit","Blue",1393.9609375,654.222751710655
"1081",19,"crop_234.fit","crop_235.fit","Red",280.32568359375,126.330598862873
"1082",19,"crop_234.fit","crop_235.fit","Green R",632.57568359375,229.97197991126
"1083",19,"crop_234.fit","crop_235.fit","Green B",635.02392578125,256.284231713557
"1084",19,"crop_234.fit","crop_235.fit","Blue",511.47412109375,254.223992221866
"1085",19,"crop_234.fit","crop_236.fit","Red",277.1357421875,129.340739170943
"1086",19,"crop_234.fit","crop_236.fit","Green R",626.1494140625,259.803425510142
"1087",19,"crop_234.fit","crop_236.fit","Green B",628.5615234375,268.256812072336
"1088",19,"crop_234.fit","crop_236.fit","Blue",506.19580078125,252.008338965512
"1089",19,"crop_234.fit","crop_237.fit","Red",277.115234375,122.655425219941
"1090",19,"crop_234.fit","crop_237.fit","Green R",626.65478515625,259.070571675678
"1091",19,"crop_234.fit","crop_237.fit","Green B",628.3076171875,254.870478983382
"1092",19,"crop_234.fit","crop_237.fit","Blue",506.23388671875,234.625534102364
"1093",19,"crop_234.fit","crop_238.fit","Red",273.1328125,119.262211326979
"1094",19,"crop_234.fit","crop_238.fit","Green R",616.40966796875,236.459825860673
"1095",19,"crop_234.fit","crop_238.fit","Green B",619.017578125,250.569065783847
"1096",19,"crop_234.fit","crop_238.fit","Blue",498.92041015625,242.541677644642
"1097",19,"crop_234.fit","crop_239.fit","Red",278.84228515625,118.787404825727
"1098",19,"crop_234.fit","crop_239.fit","Green R",629.95751953125,235.861547207203
"1099",19,"crop_234.fit","crop_239.fit","Green B",631.78662109375,223.043991610918
"1100",19,"crop_234.fit","crop_239.fit","Blue",509.451171875,243.489545149071
"1101",19,"crop_235.fit","crop_236.fit","Red",275.04931640625,112.928262749725
"1102",19,"crop_235.fit","crop_236.fit","Green R",620.08251953125,242.053144378513
"1103",19,"crop_235.fit","crop_236.fit","Green B",623.13720703125,254.322194506812
"1104",19,"crop_235.fit","crop_236.fit","Blue",501.208984375,231.268189073192
"1105",19,"crop_235.fit","crop_237.fit","Red",275.02880859375,120.925509664437
"1106",19,"crop_235.fit","crop_237.fit","Green R",620.587890625,251.906339733016
"1107",19,"crop_235.fit","crop_237.fit","Green B",622.88330078125,236.060288653928
"1108",19,"crop_235.fit","crop_237.fit","Blue",501.2470703125,235.27742393695
"1109",19,"crop_235.fit","crop_238.fit","Red",271.04638671875,119.138138727242
"1110",19,"crop_235.fit","crop_238.fit","Green R",610.3427734375,246.624198130499
"1111",19,"crop_235.fit","crop_238.fit","Green B",613.59326171875,255.237944751191
"1112",19,"crop_235.fit","crop_238.fit","Blue",493.93359375,240.634498335166
"1113",19,"crop_235.fit","crop_239.fit","Red",276.755859375,129.157806008675
"1114",19,"crop_235.fit","crop_239.fit","Green R",623.890625,243.080551609848
"1115",19,"crop_235.fit","crop_239.fit","Green B",626.3623046875,227.393616736926
"1116",19,"crop_235.fit","crop_239.fit","Blue",504.46435546875,239.88604241126
"1117",19,"crop_236.fit","crop_237.fit","Red",271.8388671875,114.876968398705
"1118",19,"crop_236.fit","crop_237.fit","Green R",614.16162109375,259.369932471133
"1119",19,"crop_236.fit","crop_237.fit","Green B",616.4208984375,256.094788611926
"1120",19,"crop_236.fit","crop_237.fit","Blue",495.96875,217.243430397727
"1121",19,"crop_236.fit","crop_238.fit","Red",267.8564453125,113.9579495815
"1122",19,"crop_236.fit","crop_238.fit","Green R",603.91650390625,235.700669274652
"1123",19,"crop_236.fit","crop_238.fit","Green B",607.130859375,256.436994058529
"1124",19,"crop_236.fit","crop_238.fit","Blue",488.6552734375,210.835464015152
"1125",19,"crop_236.fit","crop_239.fit","Red",273.56591796875,121.165329740194
"1126",19,"crop_236.fit","crop_239.fit","Green R",617.46435546875,251.35785478907
"1127",19,"crop_236.fit","crop_239.fit","Green B",619.89990234375,256.150273685698
"1128",19,"crop_236.fit","crop_239.fit","Blue",499.18603515625,232.814213996059
"1129",19,"crop_237.fit","crop_238.fit","Red",267.8359375,114.732519244868
"1130",19,"crop_237.fit","crop_238.fit","Green R",604.421875,243.097703980327
"1131",19,"crop_237.fit","crop_238.fit","Green B",606.876953125,252.885353662634
"1132",19,"crop_237.fit","crop_238.fit","Blue",488.693359375,204.278346086877
"1133",19,"crop_237.fit","crop_239.fit","Red",273.54541015625,122.80246469865
"1134",19,"crop_237.fit","crop_239.fit","Green R",617.9697265625,266.579965481427
"1135",19,"crop_237.fit","crop_239.fit","Green B",619.64599609375,238.323164387066
"1136",19,"crop_237.fit","crop_239.fit","Blue",499.22412109375,218.181630601631
"1137",19,"crop_238.fit","crop_239.fit","Red",269.56298828125,123.035812542003
"1138",19,"crop_238.fit","crop_239.fit","Green R",607.724609375,234.067752245235
"1139",19,"crop_238.fit","crop_239.fit","Green B",610.35595703125,233.702108821328
"1140",19,"crop_238.fit","crop_239.fit","Blue",491.91064453125,219.842191604808
"1141",20,"crop_121.fit","crop_122.fit","Red",75.45947265625,36.562350604075
"1142",20,"crop_121.fit","crop_122.fit","Green R",167.49169921875,67.6004279501161
"1143",20,"crop_121.fit","crop_122.fit","Green B",168.05859375,67.1963587487781
"1144",20,"crop_121.fit","crop_122.fit","Blue",133.7568359375,59.3069842833578
"1145",20,"crop_121.fit","crop_123.fit","Red",75.21923828125,36.5309669591581
"1146",20,"crop_121.fit","crop_123.fit","Green R",167.20849609375,69.7163362773399
"1147",20,"crop_121.fit","crop_123.fit","Green B",168.0458984375,68.394319327346
"1148",20,"crop_121.fit","crop_123.fit","Blue",133.4365234375,66.3267484573558
"1149",20,"crop_121.fit","crop_124.fit","Red",75.5166015625,38.3066482618524
"1150",20,"crop_121.fit","crop_124.fit","Green R",168.017578125,66.4358332569648
"1151",20,"crop_121.fit","crop_124.fit","Green B",168.76171875,72.2393695014663
"1152",20,"crop_121.fit","crop_124.fit","Blue",134.08349609375,62.3541623709372
"1153",20,"crop_121.fit","crop_125.fit","Red",74.88427734375,36.3107163176625
"1154",20,"crop_121.fit","crop_125.fit","Green R",166.4775390625,71.3320808895406
"1155",20,"crop_121.fit","crop_125.fit","Green B",167.22900390625,67.314496559598
"1156",20,"crop_121.fit","crop_125.fit","Blue",132.80615234375,63.8249666842314
"1157",20,"crop_121.fit","crop_126.fit","Red",74.86376953125,34.458989625336
"1158",20,"crop_121.fit","crop_126.fit","Green R",166.36376953125,65.0610943418561
"1159",20,"crop_121.fit","crop_126.fit","Green B",166.978515625,70.5920622556207
"1160",20,"crop_121.fit","crop_126.fit","Blue",132.8603515625,63.9850756812072
"1161",20,"crop_122.fit","crop_123.fit","Red",75.7294921875,39.9499557062561
"1162",20,"crop_122.fit","crop_123.fit","Green R",167.3359375,72.6722797531769
"1163",20,"crop_122.fit","crop_123.fit","Green B",168.1005859375,67.7621406860948
"1164",20,"crop_122.fit","crop_123.fit","Blue",133.642578125,65.3987047898338
"1165",20,"crop_122.fit","crop_124.fit","Red",76.02685546875,37.7857438103311
"1166",20,"crop_122.fit","crop_124.fit","Green R",168.14501953125,69.8222174173693
"1167",20,"crop_122.fit","crop_124.fit","Green B",168.81640625,72.0073313782991
"1168",20,"crop_122.fit","crop_124.fit","Blue",134.28955078125,66.6529465840359
"1169",20,"crop_122.fit","crop_125.fit","Red",75.39453125,37.3161485062317
"1170",20,"crop_122.fit","crop_125.fit","Green R",166.60498046875,70.7430003474768
"1171",20,"crop_122.fit","crop_125.fit","Green B",167.28369140625,65.5826264471835
"1172",20,"crop_122.fit","crop_125.fit","Blue",133.01220703125,62.0835963274377
"1173",20,"crop_122.fit","crop_126.fit","Red",75.3740234375,37.3531204178886
