"rn","cond","pict1","pict2","channel","mean","var"
"602",11,"crop_109.fit","crop_110.fit","Green R",272.9794921875,103.054479395772
"603",11,"crop_109.fit","crop_110.fit","Green B",273.9521484375,117.394685896261
"604",11,"crop_109.fit","crop_110.fit","Blue",217.48291015625,105.817558937408
"605",11,"crop_109.fit","crop_111.fit","Red",122.744140625,58.1365774682307
"606",11,"crop_109.fit","crop_111.fit","Green R",273.3095703125,105.266020207111
"607",11,"crop_109.fit","crop_111.fit","Green B",273.658203125,114.166055718475
"608",11,"crop_109.fit","crop_111.fit","Blue",216.994140625,99.3168300953079
"609",11,"crop_109.fit","crop_112.fit","Red",123.78076171875,57.9482789398522
"610",11,"crop_109.fit","crop_112.fit","Green R",275.21630859375,111.528504074261
"611",11,"crop_109.fit","crop_112.fit","Green B",276.25537109375,113.217794916147
"612",11,"crop_109.fit","crop_112.fit","Blue",219.244140625,104.35886333089
"613",11,"crop_109.fit","crop_113.fit","Red",122.89892578125,58.4372895092559
"614",11,"crop_109.fit","crop_113.fit","Green R",273.06884765625,111.916112517565
"615",11,"crop_109.fit","crop_113.fit","Green B",273.671875,109.019115041544
"616",11,"crop_109.fit","crop_113.fit","Blue",217.17041015625,109.39734877123
"617",11,"crop_109.fit","crop_114.fit","Red",122.41943359375,59.1639780173204
"618",11,"crop_109.fit","crop_114.fit","Green R",272.52734375,105.547134652981
"619",11,"crop_109.fit","crop_114.fit","Green B",273.44970703125,110.734744910038
"620",11,"crop_109.fit","crop_114.fit","Blue",217.0244140625,104.190415368402
"621",11,"crop_110.fit","crop_111.fit","Red",122.33447265625,59.1268018198619
"622",11,"crop_110.fit","crop_111.fit","Green R",272,102.194396077713
"623",11,"crop_110.fit","crop_111.fit","Green B",272.8974609375,122.743934429985
"624",11,"crop_110.fit","crop_111.fit","Blue",216.30908203125,106.737284163459
"625",11,"crop_110.fit","crop_112.fit","Red",123.37109375,60.2909468933284
"626",11,"crop_110.fit","crop_112.fit","Green R",273.90673828125,110.27237931864
"627",11,"crop_110.fit","crop_112.fit","Green B",275.49462890625,121.019744604564
"628",11,"crop_110.fit","crop_112.fit","Blue",218.55908203125,107.795446431299
"629",11,"crop_110.fit","crop_113.fit","Red",122.4892578125,63.1785114247312
"630",11,"crop_110.fit","crop_113.fit","Green R",271.75927734375,105.41167932475
"631",11,"crop_110.fit","crop_113.fit","Green B",272.9111328125,111.334431130865
"632",11,"crop_110.fit","crop_113.fit","Blue",216.4853515625,107.852394916911
"633",11,"crop_110.fit","crop_114.fit","Red",122.009765625,55.8490786137586
"634",11,"crop_110.fit","crop_114.fit","Green R",271.2177734375,113.566285969575
"635",11,"crop_110.fit","crop_114.fit","Green B",272.68896484375,116.51367330691
"636",11,"crop_110.fit","crop_114.fit","Blue",216.33935546875,105.843570056665
"637",11,"crop_111.fit","crop_112.fit","Red",123.22998046875,55.082847915903
"638",11,"crop_111.fit","crop_112.fit","Green R",274.23681640625,120.606732171768
"639",11,"crop_111.fit","crop_112.fit","Green B",275.20068359375,113.644343669813
"640",11,"crop_111.fit","crop_112.fit","Blue",218.0703125,104.888563049853
"641",11,"crop_111.fit","crop_113.fit","Red",122.34814453125,61.0551643259714
"642",11,"crop_111.fit","crop_113.fit","Green R",272.08935546875,112.754470899774
"643",11,"crop_111.fit","crop_113.fit","Green B",272.6171875,116.007445931085
"644",11,"crop_111.fit","crop_113.fit","Blue",215.99658203125,104.027240175189
"645",11,"crop_111.fit","crop_114.fit","Red",121.86865234375,60.4687877069587
"646",11,"crop_111.fit","crop_114.fit","Green R",271.5478515625,116.508184796554
"647",11,"crop_111.fit","crop_114.fit","Green B",272.39501953125,117.482377485795
"648",11,"crop_111.fit","crop_114.fit","Blue",215.8505859375,108.988390075147
"649",11,"crop_112.fit","crop_113.fit","Red",123.384765625,61.5214118249022
"650",11,"crop_112.fit","crop_113.fit","Green R",273.99609375,119.865558941227
"651",11,"crop_112.fit","crop_113.fit","Green B",275.21435546875,115.581839851387
"652",11,"crop_112.fit","crop_113.fit","Blue",218.24658203125,108.750114075483
"653",11,"crop_112.fit","crop_114.fit","Red",122.9052734375,57.5274850317693
"654",11,"crop_112.fit","crop_114.fit","Green R",273.45458984375,118.816589057154
"655",11,"crop_112.fit","crop_114.fit","Green B",274.9921875,120.557824337121
"656",11,"crop_112.fit","crop_114.fit","Blue",218.1005859375,103.521136898216
"657",11,"crop_113.fit","crop_114.fit","Red",122.0234375,56.8877210868768
"658",11,"crop_113.fit","crop_114.fit","Green R",271.30712890625,112.423237700849
"659",11,"crop_113.fit","crop_114.fit","Green B",272.40869140625,113.087403298357
"660",11,"crop_113.fit","crop_114.fit","Blue",216.02685546875,103.20512919645
"661",12,"crop_186.fit","crop_187.fit","Red",57.458984375,27.7694205156403
"662",12,"crop_186.fit","crop_187.fit","Green R",127.13330078125,52.6188976776332
"663",12,"crop_186.fit","crop_187.fit","Green B",127.7744140625,51.6394775629277
"664",12,"crop_186.fit","crop_187.fit","Blue",102.248046875,48.9178885630498
"665",12,"crop_186.fit","crop_188.fit","Red",56.671875,28.8962609970674
"666",12,"crop_186.fit","crop_188.fit","Green R",125.1640625,48.4464503910068
"667",12,"crop_186.fit","crop_188.fit","Green B",126.142578125,51.6958699902248
"668",12,"crop_186.fit","crop_188.fit","Blue",100.83154296875,48.3973945923448
"669",12,"crop_186.fit","crop_189.fit","Red",57.5751953125,27.1306951826735
"670",12,"crop_186.fit","crop_189.fit","Green R",127.2197265625,51.3777626313539
"671",12,"crop_186.fit","crop_189.fit","Green B",128.00146484375,51.0984080026576
"672",12,"crop_186.fit","crop_189.fit","Blue",102.578125,51.868638501955
"673",12,"crop_186.fit","crop_190.fit","Red",56.5361328125,26.6885214290078
"674",12,"crop_186.fit","crop_190.fit","Green R",125.2353515625,50.7767728952835
"675",12,"crop_186.fit","crop_190.fit","Green B",126.39501953125,48.52783203125
"676",12,"crop_186.fit","crop_190.fit","Blue",100.7958984375,47.1536515609726
"677",12,"crop_186.fit","crop_191.fit","Red",56.38134765625,28.1498002008492
"678",12,"crop_186.fit","crop_191.fit","Green R",124.36865234375,46.2207236490408
"679",12,"crop_186.fit","crop_191.fit","Green B",125.41943359375,52.2205289093047
"680",12,"crop_186.fit","crop_191.fit","Blue",100.90869140625,46.4272585036351
"681",12,"crop_187.fit","crop_188.fit","Red",57.873046875,29.3129811217009
"682",12,"crop_187.fit","crop_188.fit","Green R",127.95751953125,52.2674115461571
"683",12,"crop_187.fit","crop_188.fit","Green B",128.5634765625,52.5605125091642
"684",12,"crop_187.fit","crop_188.fit","Blue",102.36279296875,49.2211360390701
"685",12,"crop_187.fit","crop_189.fit","Red",58.7763671875,28.0589851386852
"686",12,"crop_187.fit","crop_189.fit","Green R",130.01318359375,50.0637366927847
"687",12,"crop_187.fit","crop_189.fit","Green B",130.42236328125,50.1494832714748
"688",12,"crop_187.fit","crop_189.fit","Blue",104.109375,55.2579346896383
"689",12,"crop_187.fit","crop_190.fit","Red",57.7373046875,27.0447805932307
"690",12,"crop_187.fit","crop_190.fit","Green R",128.02880859375,52.2269515021689
"691",12,"crop_187.fit","crop_190.fit","Green B",128.81591796875,50.3105673990408
"692",12,"crop_187.fit","crop_190.fit","Blue",102.3271484375,50.5917014143451
"693",12,"crop_187.fit","crop_191.fit","Red",57.58251953125,27.838861937164
"694",12,"crop_187.fit","crop_191.fit","Green R",127.162109375,50.7551911504154
"695",12,"crop_187.fit","crop_191.fit","Green B",127.84033203125,55.5644469200574
"696",12,"crop_187.fit","crop_191.fit","Blue",102.43994140625,49.0788347499695
"697",12,"crop_188.fit","crop_189.fit","Red",57.9892578125,27.6987853586266
"698",12,"crop_188.fit","crop_189.fit","Green R",128.0439453125,51.3007373380987
"699",12,"crop_188.fit","crop_189.fit","Green B",128.79052734375,52.5510442441043
"700",12,"crop_188.fit","crop_189.fit","Blue",102.69287109375,52.2003676189822
"701",12,"crop_188.fit","crop_190.fit","Red",56.9501953125,27.8594952804252
"702",12,"crop_188.fit","crop_190.fit","Green R",126.0595703125,50.54701055413
"703",12,"crop_188.fit","crop_190.fit","Green B",127.18408203125,50.2492549295882
"704",12,"crop_188.fit","crop_190.fit","Blue",100.91064453125,50.929519011944
"705",12,"crop_188.fit","crop_191.fit","Red",56.79541015625,28.9566336563722
"706",12,"crop_188.fit","crop_191.fit","Green R",125.19287109375,49.9166929183468
"707",12,"crop_188.fit","crop_191.fit","Green B",126.20849609375,53.4658093345247
"708",12,"crop_188.fit","crop_191.fit","Blue",101.0234375,48.9265010233382
"709",12,"crop_189.fit","crop_190.fit","Red",57.853515625,27.2794477028348
"710",12,"crop_189.fit","crop_190.fit","Green R",128.115234375,52.5664711632454
"711",12,"crop_189.fit","crop_190.fit","Green B",129.04296875,49.6390957203079
"712",12,"crop_189.fit","crop_190.fit","Blue",102.6572265625,49.5727009255865
"713",12,"crop_189.fit","crop_191.fit","Red",57.69873046875,26.243932043469
"714",12,"crop_189.fit","crop_191.fit","Green R",127.24853515625,49.2268598599401
"715",12,"crop_189.fit","crop_191.fit","Green B",128.0673828125,55.4987475562072
"716",12,"crop_189.fit","crop_191.fit","Blue",102.77001953125,50.279283033205
"717",12,"crop_190.fit","crop_191.fit","Red",56.65966796875,28.1656237590115
"718",12,"crop_190.fit","crop_191.fit","Green R",125.26416015625,54.1056782861376
"719",12,"crop_190.fit","crop_191.fit","Green B",126.4609375,50.5833619715298
"720",12,"crop_190.fit","crop_191.fit","Blue",100.98779296875,46.6045403951307
"721",13,"crop_55.fit","crop_56.fit","Red",943.00927734375,416.734103414437
"722",13,"crop_55.fit","crop_56.fit","Green R",2114.97802734375,892.293896150263
"723",13,"crop_55.fit","crop_56.fit","Green B",2120.71533203125,864.666967845033
"724",13,"crop_55.fit","crop_56.fit","Blue",1686.390625,823.555833027859
"725",13,"crop_55.fit","crop_57.fit","Red",955.92578125,414.468108504399
"726",13,"crop_55.fit","crop_57.fit","Green R",2143.3291015625,874.929219742791
"727",13,"crop_55.fit","crop_57.fit","Green B",2148.63818359375,848.320094372403
"728",13,"crop_55.fit","crop_57.fit","Blue",1710.30029296875,785.791883839657
"729",13,"crop_55.fit","crop_58.fit","Red",959.54296875,432.271749755621
"730",13,"crop_55.fit","crop_58.fit","Green R",2152.8994140625,865.17204110154
"731",13,"crop_55.fit","crop_58.fit","Green B",2160.21826171875,885.549264857496
"732",13,"crop_55.fit","crop_58.fit","Blue",1717.7138671875,776.282729640152
"733",13,"crop_55.fit","crop_59.fit","Red",960.62939453125,434.394565138533
"734",13,"crop_55.fit","crop_59.fit","Green R",2153.58544921875,855.21785219254
"735",13,"crop_55.fit","crop_59.fit","Green B",2159.7734375,850.556312240347
"736",13,"crop_55.fit","crop_59.fit","Blue",1718.13916015625,782.241232416147
"737",13,"crop_55.fit","crop_60.fit","Red",959.77490234375,447.825165242394
"738",13,"crop_55.fit","crop_60.fit","Green R",2150.490234375,852.693517839687
"739",13,"crop_55.fit","crop_60.fit","Green B",2156.66650390625,863.684230949872
"740",13,"crop_55.fit","crop_60.fit","Blue",1714.84033203125,798.32489795256
"741",13,"crop_56.fit","crop_57.fit","Red",957.17333984375,405.130226948161
"742",13,"crop_56.fit","crop_57.fit","Green R",2146.15673828125,833.663810006568
"743",13,"crop_56.fit","crop_57.fit","Green B",2152.1708984375,875.08192624328
"744",13,"crop_56.fit","crop_57.fit","Blue",1711.16162109375,750.191386680566
"745",13,"crop_56.fit","crop_58.fit","Red",960.79052734375,422.505547695962
"746",13,"crop_56.fit","crop_58.fit","Green R",2155.72705078125,883.678243657594
"747",13,"crop_56.fit","crop_58.fit","Green B",2163.7509765625,866.025398261852
"748",13,"crop_56.fit","crop_58.fit","Blue",1718.5751953125,773.659837411412
"749",13,"crop_56.fit","crop_59.fit","Red",961.876953125,416.037586678275
"750",13,"crop_56.fit","crop_59.fit","Green R",2156.4130859375,833.112773399316
"751",13,"crop_56.fit","crop_59.fit","Green B",2163.30615234375,868.297737487017
"752",13,"crop_56.fit","crop_59.fit","Blue",1719.00048828125,811.851413104075
"753",13,"crop_56.fit","crop_60.fit","Red",961.0224609375,437.246823069404
"754",13,"crop_56.fit","crop_60.fit","Green R",2153.31787109375,819.618958772452
"755",13,"crop_56.fit","crop_60.fit","Green B",2160.19921875,894.792880926197
"756",13,"crop_56.fit","crop_60.fit","Blue",1715.70166015625,796.575092692296
"757",13,"crop_57.fit","crop_58.fit","Red",973.70703125,444.886485826002
"758",13,"crop_57.fit","crop_58.fit","Green R",2184.078125,871.262829912023
"759",13,"crop_57.fit","crop_58.fit","Green B",2191.673828125,880.641121395406
"760",13,"crop_57.fit","crop_58.fit","Blue",1742.48486328125,836.059826624358
"761",13,"crop_57.fit","crop_59.fit","Red",974.79345703125,453.089533980175
"762",13,"crop_57.fit","crop_59.fit","Green R",2184.76416015625,929.490632923234
"763",13,"crop_57.fit","crop_59.fit","Green B",2191.22900390625,895.559173673479
"764",13,"crop_57.fit","crop_59.fit","Blue",1742.91015625,833.392791956867
"765",13,"crop_57.fit","crop_60.fit","Red",973.93896484375,458.015521425189
"766",13,"crop_57.fit","crop_60.fit","Green R",2181.6689453125,872.70070984543
"767",13,"crop_57.fit","crop_60.fit","Green B",2188.1220703125,924.649420744746
"768",13,"crop_57.fit","crop_60.fit","Blue",1739.611328125,767.552020329301
"769",13,"crop_58.fit","crop_59.fit","Red",978.41064453125,470.802739625336
"770",13,"crop_58.fit","crop_59.fit","Green R",2194.33447265625,888.179492282961
"771",13,"crop_58.fit","crop_59.fit","Green B",2202.80908203125,887.249526037848
"772",13,"crop_58.fit","crop_59.fit","Blue",1750.32373046875,825.743958772452
"773",13,"crop_58.fit","crop_60.fit","Red",977.55615234375,449.552621254124
"774",13,"crop_58.fit","crop_60.fit","Green R",2191.2392578125,906.382314195381
"775",13,"crop_58.fit","crop_60.fit","Green B",2199.7021484375,867.970199092742
"776",13,"crop_58.fit","crop_60.fit","Blue",1747.02490234375,821.763192185209
"777",13,"crop_59.fit","crop_60.fit","Red",978.642578125,442.744514830767
"778",13,"crop_59.fit","crop_60.fit","Green R",2191.92529296875,888.878722488239
"779",13,"crop_59.fit","crop_60.fit","Green B",2199.25732421875,870.144752241416
"780",13,"crop_59.fit","crop_60.fit","Blue",1747.4501953125,849.578804679863
"781",14,"crop_240.fit","crop_241.fit","Red",341.40576171875,162.431958986284
"782",14,"crop_240.fit","crop_241.fit","Green R",772.8681640625,310.830400782014
"783",14,"crop_240.fit","crop_241.fit","Green B",775.578125,307.305443548387
"784",14,"crop_240.fit","crop_241.fit","Blue",624.93701171875,306.443452449139
"785",14,"crop_240.fit","crop_242.fit","Red",342.9150390625,161.328415200391
"786",14,"crop_240.fit","crop_242.fit","Green R",775.75,318.742880544355
"787",14,"crop_240.fit","crop_242.fit","Green B",777.857421875,310.330881903715
"788",14,"crop_240.fit","crop_242.fit","Blue",626.6279296875,305.792657548265
"789",14,"crop_240.fit","crop_243.fit","Red",343.20654296875,153.745703793225
"790",14,"crop_240.fit","crop_243.fit","Green R",776.02978515625,312.424154123137
"791",14,"crop_240.fit","crop_243.fit","Green B",778.796875,317.215023216031
"792",14,"crop_240.fit","crop_243.fit","Blue",626.791015625,302.568884408602
"793",14,"crop_240.fit","crop_244.fit","Red",340.8076171875,156.186331561584
"794",14,"crop_240.fit","crop_244.fit","Green R",770.6513671875,319.141854533236
"795",14,"crop_240.fit","crop_244.fit","Green B",773.58935546875,324.395008075971
"796",14,"crop_240.fit","crop_244.fit","Blue",622.919921875,309.803519061584
"797",14,"crop_240.fit","crop_245.fit","Red",341.75146484375,166.043796871182
"798",14,"crop_240.fit","crop_245.fit","Green R",772.97607421875,309.519546046402
"799",14,"crop_240.fit","crop_245.fit","Green B",775.69970703125,322.86528544645
"800",14,"crop_240.fit","crop_245.fit","Blue",624.46875,292.988384347507
"801",14,"crop_241.fit","crop_242.fit","Red",340.52685546875,153.504715279051
"802",14,"crop_241.fit","crop_242.fit","Green R",769.640625,313.251617103495
"803",14,"crop_241.fit","crop_242.fit","Green B",772.392578125,307.224088159824
"804",14,"crop_241.fit","crop_242.fit","Blue",622.52001953125,285.032112487017
"805",14,"crop_241.fit","crop_243.fit","Red",340.818359375,159.678121945259
"806",14,"crop_241.fit","crop_243.fit","Green R",769.92041015625,302.419358179833
"807",14,"crop_241.fit","crop_243.fit","Green B",773.33203125,289.227761485826
"808",14,"crop_241.fit","crop_243.fit","Blue",622.68310546875,306.540417563997
"809",14,"crop_241.fit","crop_244.fit","Red",338.41943359375,149.504176880957
"810",14,"crop_241.fit","crop_244.fit","Green R",764.5419921875,323.555955217498
"811",14,"crop_241.fit","crop_244.fit","Green B",768.12451171875,327.347254837946
"812",14,"crop_241.fit","crop_244.fit","Blue",618.81201171875,304.332259878269
"813",14,"crop_241.fit","crop_245.fit","Red",339.36328125,174.201605266373
"814",14,"crop_241.fit","crop_245.fit","Green R",766.86669921875,321.429767209647
"815",14,"crop_241.fit","crop_245.fit","Green B",770.23486328125,316.331599290536
"816",14,"crop_241.fit","crop_245.fit","Blue",620.36083984375,282.14803226952
"817",14,"crop_242.fit","crop_243.fit","Red",342.32763671875,156.846013849432
"818",14,"crop_242.fit","crop_243.fit","Green R",772.80224609375,300.553453671035
"819",14,"crop_242.fit","crop_243.fit","Green B",775.611328125,311.50487994868
"820",14,"crop_242.fit","crop_243.fit","Blue",624.3740234375,289.934046233504
"821",14,"crop_242.fit","crop_244.fit","Red",339.9287109375,154.255490896872
"822",14,"crop_242.fit","crop_244.fit","Green R",767.423828125,299.26107152676
"823",14,"crop_242.fit","crop_244.fit","Green B",770.40380859375,312.292601703782
"824",14,"crop_242.fit","crop_244.fit","Blue",620.5029296875,292.872325192449
"825",14,"crop_242.fit","crop_245.fit","Red",340.87255859375,174.994821736773
"826",14,"crop_242.fit","crop_245.fit","Green R",769.74853515625,319.399636008523
"827",14,"crop_242.fit","crop_245.fit","Green B",772.51416015625,339.547955137311
"828",14,"crop_242.fit","crop_245.fit","Blue",622.0517578125,286.012812729106
"829",14,"crop_243.fit","crop_244.fit","Red",340.22021484375,158.826566604808
"830",14,"crop_243.fit","crop_244.fit","Green R",767.70361328125,298.210387169324
"831",14,"crop_243.fit","crop_244.fit","Green B",771.34326171875,331.902545649285
"832",14,"crop_243.fit","crop_244.fit","Blue",620.666015625,287.808376099707
"833",14,"crop_243.fit","crop_245.fit","Red",341.1640625,163.731052969208
"834",14,"crop_243.fit","crop_245.fit","Green R",770.0283203125,302.312895207111
"835",14,"crop_243.fit","crop_245.fit","Green B",773.45361328125,326.275819720644
"836",14,"crop_243.fit","crop_245.fit","Blue",622.21484375,286.717795393451
"837",14,"crop_244.fit","crop_245.fit","Red",338.76513671875,167.724381701338
"838",14,"crop_244.fit","crop_245.fit","Green R",764.64990234375,319.360283308132
"839",14,"crop_244.fit","crop_245.fit","Green B",768.24609375,326.937498090787
"840",14,"crop_244.fit","crop_245.fit","Blue",618.34375,306.979586693548
"841",15,"crop_115.fit","crop_116.fit","Red",95.79541015625,45.8759350371151
"842",15,"crop_115.fit","crop_116.fit","Green R",212.22119140625,84.1988440669294
"843",15,"crop_115.fit","crop_116.fit","Green B",213.5029296875,88.4068284915689
"844",15,"crop_115.fit","crop_116.fit","Blue",168.87890625,84.8064210654937
"845",15,"crop_115.fit","crop_117.fit","Red",95.97998046875,43.20543085212
"846",15,"crop_115.fit","crop_117.fit","Green R",212.146484375,85.435527782869
"847",15,"crop_115.fit","crop_117.fit","Green B",213.63037109375,92.8736210708394
"848",15,"crop_115.fit","crop_117.fit","Blue",169.42626953125,77.0346937431268
"849",15,"crop_115.fit","crop_118.fit","Red",96.1328125,43.325727028348
"850",15,"crop_115.fit","crop_118.fit","Green R",212.8837890625,90.8054740957967
"851",15,"crop_115.fit","crop_118.fit","Green B",214.08544921875,89.0600939141923
"852",15,"crop_115.fit","crop_118.fit","Blue",169.67919921875,80.9507418247495
"853",15,"crop_115.fit","crop_119.fit","Red",94.8525390625,42.5922970888319
"854",15,"crop_115.fit","crop_119.fit","Green R",209.896484375,88.2732599431818
"855",15,"crop_115.fit","crop_119.fit","Green B",211.42578125,92.0351906158358
"856",15,"crop_115.fit","crop_119.fit","Blue",167.119140625,81.828377016129
"857",15,"crop_115.fit","crop_120.fit","Red",96.04931640625,45.6375965107221
"858",15,"crop_115.fit","crop_120.fit","Green R",212.4228515625,86.6831622678397
"859",15,"crop_115.fit","crop_120.fit","Green B",214.34912109375,84.6054759095491
"860",15,"crop_115.fit","crop_120.fit","Blue",169.72802734375,78.3444635683957
"861",15,"crop_116.fit","crop_117.fit","Red",94.873046875,43.1263269031036
"862",15,"crop_116.fit","crop_117.fit","Green R",210.64013671875,89.4399509523155
"863",15,"crop_116.fit","crop_117.fit","Green B",211.55126953125,90.3599587419049
"864",15,"crop_116.fit","crop_117.fit","Blue",167.74267578125,77.5453624259225
"865",15,"crop_116.fit","crop_118.fit","Red",95.02587890625,41.0736607824719
"866",15,"crop_116.fit","crop_118.fit","Green R",211.37744140625,83.0726832653653
"867",15,"crop_116.fit","crop_118.fit","Green B",212.00634765625,86.9839239484054
"868",15,"crop_116.fit","crop_118.fit","Blue",167.99560546875,80.5355032494807
"869",15,"crop_116.fit","crop_119.fit","Red",93.74560546875,45.0135052961571
"870",15,"crop_116.fit","crop_119.fit","Green R",208.39013671875,78.0142422524132
"871",15,"crop_116.fit","crop_119.fit","Green B",209.3466796875,87.1132067906891
"872",15,"crop_116.fit","crop_119.fit","Blue",165.435546875,81.3057719330401
"873",15,"crop_116.fit","crop_120.fit","Red",94.9423828125,47.2355510752688
"874",15,"crop_116.fit","crop_120.fit","Green R",210.91650390625,83.00802967299
"875",15,"crop_116.fit","crop_120.fit","Green B",212.27001953125,88.4360217917583
"876",15,"crop_116.fit","crop_120.fit","Blue",168.04443359375,79.4065282678091
"877",15,"crop_117.fit","crop_118.fit","Red",95.21044921875,40.1052429855511
"878",15,"crop_117.fit","crop_118.fit","Green R",211.302734375,84.2059334524682
"879",15,"crop_117.fit","crop_118.fit","Green B",212.1337890625,92.7828613758553
"880",15,"crop_117.fit","crop_118.fit","Blue",168.54296875,81.7194354075024
"881",15,"crop_117.fit","crop_119.fit","Red",93.93017578125,42.390261772208
"882",15,"crop_117.fit","crop_119.fit","Green R",208.3154296875,82.7712609970674
"883",15,"crop_117.fit","crop_119.fit","Green B",209.47412109375,89.7671328010447
"884",15,"crop_117.fit","crop_119.fit","Blue",165.98291015625,79.6992335464015
"885",15,"crop_117.fit","crop_120.fit","Red",95.126953125,46.212272039956
"886",15,"crop_117.fit","crop_120.fit","Green R",210.841796875,84.9536423967498
"887",15,"crop_117.fit","crop_120.fit","Green B",212.3974609375,84.5483870967742
"888",15,"crop_117.fit","crop_120.fit","Blue",168.591796875,72.1353994837488
"889",15,"crop_118.fit","crop_119.fit","Red",94.0830078125,40.1565230174731
"890",15,"crop_118.fit","crop_119.fit","Green R",209.052734375,88.7425903439638
"891",15,"crop_118.fit","crop_119.fit","Green B",209.92919921875,88.1967630246518
"892",15,"crop_118.fit","crop_119.fit","Blue",166.23583984375,78.3657016549059
"893",15,"crop_118.fit","crop_120.fit","Red",95.27978515625,45.5661995776821
"894",15,"crop_118.fit","crop_120.fit","Green R",211.5791015625,88.7036901270772
"895",15,"crop_118.fit","crop_120.fit","Green B",212.8525390625,88.2870158235582
"896",15,"crop_118.fit","crop_120.fit","Blue",168.8447265625,77.9619913856305
"897",15,"crop_119.fit","crop_120.fit","Red",93.99951171875,47.4351893748473
"898",15,"crop_119.fit","crop_120.fit","Green R",208.591796875,80.9771028073069
"899",15,"crop_119.fit","crop_120.fit","Green B",210.19287109375,80.8440511783663
"900",15,"crop_119.fit","crop_120.fit","Blue",166.28466796875,78.7020706370662
"901",16,"crop_180.fit","crop_181.fit","Red",47.01025390625,23.1198484657564
"902",16,"crop_180.fit","crop_181.fit","Green R",104.189453125,44.5469742790811
"903",16,"crop_180.fit","crop_181.fit","Green B",104.43310546875,42.4793303816899
"904",16,"crop_180.fit","crop_181.fit","Blue",82.6513671875,37.4314439760508
"905",16,"crop_180.fit","crop_182.fit","Red",47.443359375,24.6145050555963
"906",16,"crop_180.fit","crop_182.fit","Green R",105.439453125,43.0240026270772
"907",16,"crop_180.fit","crop_182.fit","Green B",105.46337890625,45.4607193724035
"908",16,"crop_180.fit","crop_182.fit","Blue",83.958984375,42.1660996303763
"909",16,"crop_180.fit","crop_183.fit","Red",47.39453125,25.2285996303763
"910",16,"crop_180.fit","crop_183.fit","Green R",105.6015625,44.2341153470186
"911",16,"crop_180.fit","crop_183.fit","Green B",105.1435546875,49.4222797531769
"912",16,"crop_180.fit","crop_183.fit","Blue",83.42333984375,39.715099107252
"913",16,"crop_180.fit","crop_184.fit","Red",47.22998046875,20.9634075444465
"914",16,"crop_180.fit","crop_184.fit","Green R",104.845703125,47.3561140640274
"915",16,"crop_180.fit","crop_184.fit","Green B",104.98681640625,46.5744626519734
"916",16,"crop_180.fit","crop_184.fit","Blue",84.0693359375,39.2722308773216
"917",16,"crop_180.fit","crop_185.fit","Red",46.130859375,20.9490602853128
"918",16,"crop_180.fit","crop_185.fit","Green R",102.98193359375,42.9496306627261
"919",16,"crop_180.fit","crop_185.fit","Green B",102.6064453125,43.8630254154448
"920",16,"crop_180.fit","crop_185.fit","Blue",81.53466796875,41.9639573978189
"921",16,"crop_181.fit","crop_182.fit","Red",48.40576171875,25.8224197939577
"922",16,"crop_181.fit","crop_182.fit","Green R",106.85546875,44.0537634408602
"923",16,"crop_181.fit","crop_182.fit","Green B",107.1259765625,43.5162493126833
"924",16,"crop_181.fit","crop_182.fit","Blue",85.1015625,42.2514185453324
"925",16,"crop_181.fit","crop_183.fit","Red",48.35693359375,24.7380974882392
"926",16,"crop_181.fit","crop_183.fit","Green R",107.017578125,43.2963633308895
"927",16,"crop_181.fit","crop_183.fit","Green B",106.80615234375,43.6019515021689
"928",16,"crop_181.fit","crop_183.fit","Blue",84.56591796875,38.3988379574475
"929",16,"crop_181.fit","crop_184.fit","Red",48.1923828125,23.3784194006598
"930",16,"crop_181.fit","crop_184.fit","Green R",106.26171875,48.4731182795699
"931",16,"crop_181.fit","crop_184.fit","Green B",106.6494140625,49.0049773185484
"932",16,"crop_181.fit","crop_184.fit","Blue",85.2119140625,40.1624816715543
"933",16,"crop_181.fit","crop_185.fit","Red",47.09326171875,21.6233728731366
"934",16,"crop_181.fit","crop_185.fit","Green R",104.39794921875,42.8927704782197
"935",16,"crop_181.fit","crop_185.fit","Green B",104.26904296875,43.5600824589137
"936",16,"crop_181.fit","crop_185.fit","Blue",82.67724609375,38.4453654806635
"937",16,"crop_182.fit","crop_183.fit","Red",48.7900390625,27.5954224706745
"938",16,"crop_182.fit","crop_183.fit","Green R",108.267578125,44.0881521871945
"939",16,"crop_182.fit","crop_183.fit","Green B",107.83642578125,46.9051956370662
"940",16,"crop_182.fit","crop_183.fit","Blue",85.87353515625,43.9735072817388
"941",16,"crop_182.fit","crop_184.fit","Red",48.62548828125,23.7245878963526
"942",16,"crop_182.fit","crop_184.fit","Green R",107.51171875,47.3411534701857
"943",16,"crop_182.fit","crop_184.fit","Green B",107.6796875,44.044843597263
"944",16,"crop_182.fit","crop_184.fit","Blue",86.51953125,43.8837346499267
"945",16,"crop_182.fit","crop_185.fit","Red",47.5263671875,25.4985337243402
"946",16,"crop_182.fit","crop_185.fit","Green R",105.64794921875,42.1669640266068
"947",16,"crop_182.fit","crop_185.fit","Green B",105.29931640625,41.0856124564699
"948",16,"crop_182.fit","crop_185.fit","Blue",83.98486328125,46.5325210586205
"949",16,"crop_183.fit","crop_184.fit","Red",48.57666015625,24.1906611795882
"950",16,"crop_183.fit","crop_184.fit","Green R",107.673828125,48.2716810239492
