"rn","cond","pict1","pict2","chan.a","chan.b","cov"
"2092",24,"crop_228.fit","crop_232.fit","Green R","Green B",-4.03118890518084
"2093",24,"crop_228.fit","crop_232.fit","Green R","Blue",3.62078063905181
"2094",24,"crop_228.fit","crop_232.fit","Green B","Blue",3.54708883186706
"2095",24,"crop_228.fit","crop_233.fit","Red","Green R",1.24168680886486
"2096",24,"crop_228.fit","crop_233.fit","Red","Green B",11.6941507438294
"2097",24,"crop_228.fit","crop_233.fit","Red","Blue",-5.47820155944526
"2098",24,"crop_228.fit","crop_233.fit","Green R","Green B",9.35155390854105
"2099",24,"crop_228.fit","crop_233.fit","Green R","Blue",4.92342814485582
"2100",24,"crop_228.fit","crop_233.fit","Green B","Blue",-5.47596873472629
"2101",24,"crop_229.fit","crop_230.fit","Red","Green R",4.33226656051442
"2102",24,"crop_229.fit","crop_230.fit","Red","Green B",2.0258073107588
"2103",24,"crop_229.fit","crop_230.fit","Red","Blue",-6.0257318968414
"2104",24,"crop_229.fit","crop_230.fit","Green R","Green B",0.324603933742669
"2105",24,"crop_229.fit","crop_230.fit","Green R","Blue",-1.12158871349585
"2106",24,"crop_229.fit","crop_230.fit","Green B","Blue",-2.63612164360337
"2107",24,"crop_229.fit","crop_231.fit","Red","Green R",-0.157985474706745
"2108",24,"crop_229.fit","crop_231.fit","Red","Green B",3.19637688630254
"2109",24,"crop_229.fit","crop_231.fit","Red","Blue",-3.35905616141251
"2110",24,"crop_229.fit","crop_231.fit","Green R","Green B",4.93747613483627
"2111",24,"crop_229.fit","crop_231.fit","Green R","Blue",-3.36546348057185
"2112",24,"crop_229.fit","crop_231.fit","Green B","Blue",-7.66860356335533
"2113",24,"crop_229.fit","crop_232.fit","Red","Green R",-0.125252016129032
"2114",24,"crop_229.fit","crop_232.fit","Red","Green B",2.61440768572825
"2115",24,"crop_229.fit","crop_232.fit","Red","Blue",-12.7448985826002
"2116",24,"crop_229.fit","crop_232.fit","Green R","Green B",8.66894483519673
"2117",24,"crop_229.fit","crop_232.fit","Green R","Blue",4.33989911717986
"2118",24,"crop_229.fit","crop_232.fit","Green B","Blue",-8.55473141190127
"2119",24,"crop_229.fit","crop_233.fit","Red","Green R",-0.24427617913001
"2120",24,"crop_229.fit","crop_233.fit","Red","Green B",-0.0246651240224829
"2121",24,"crop_229.fit","crop_233.fit","Red","Blue",-6.19687041788856
"2122",24,"crop_229.fit","crop_233.fit","Green R","Green B",4.3456334387219
"2123",24,"crop_229.fit","crop_233.fit","Green R","Blue",1.32310376955034
"2124",24,"crop_229.fit","crop_233.fit","Green B","Blue",-14.522721545088
"2125",24,"crop_230.fit","crop_231.fit","Red","Green R",4.28985720995235
"2126",24,"crop_230.fit","crop_231.fit","Red","Green B",0.517219192937439
"2127",24,"crop_230.fit","crop_231.fit","Red","Blue",-2.54673515014052
"2128",24,"crop_230.fit","crop_231.fit","Green R","Green B",4.62525392534213
"2129",24,"crop_230.fit","crop_231.fit","Green R","Blue",5.99254404554619
"2130",24,"crop_230.fit","crop_231.fit","Green B","Blue",0.656481014784946
"2131",24,"crop_230.fit","crop_232.fit","Red","Green R",-0.78604212487781
"2132",24,"crop_230.fit","crop_232.fit","Red","Green B",-0.737877451429619
"2133",24,"crop_230.fit","crop_232.fit","Red","Blue",-3.21511247174365
"2134",24,"crop_230.fit","crop_232.fit","Green R","Green B",12.776492240958
"2135",24,"crop_230.fit","crop_232.fit","Green R","Blue",-5.11368600317693
"2136",24,"crop_230.fit","crop_232.fit","Green B","Blue",-4.97714958302786
"2137",24,"crop_230.fit","crop_233.fit","Red","Green R",-3.30018032517718
"2138",24,"crop_230.fit","crop_233.fit","Red","Green B",-2.69040391312317
"2139",24,"crop_230.fit","crop_233.fit","Red","Blue",-12.2247826360887
"2140",24,"crop_230.fit","crop_233.fit","Green R","Green B",10.0868214656647
"2141",24,"crop_230.fit","crop_233.fit","Green R","Blue",1.02846111696603
"2142",24,"crop_230.fit","crop_233.fit","Green B","Blue",1.99795523277126
"2143",24,"crop_231.fit","crop_232.fit","Red","Green R",0.373922249205767
"2144",24,"crop_231.fit","crop_232.fit","Red","Green B",0.779270146016618
"2145",24,"crop_231.fit","crop_232.fit","Red","Blue",-8.5283919079912
"2146",24,"crop_231.fit","crop_232.fit","Green R","Green B",11.2348895329301
"2147",24,"crop_231.fit","crop_232.fit","Green R","Blue",3.24688511882942
"2148",24,"crop_231.fit","crop_232.fit","Green B","Blue",1.03804107099218
"2149",24,"crop_231.fit","crop_233.fit","Red","Green R",-1.41744944403715
"2150",24,"crop_231.fit","crop_233.fit","Red","Green B",6.26696144916911
"2151",24,"crop_231.fit","crop_233.fit","Red","Blue",-3.89132186278104
"2152",24,"crop_231.fit","crop_233.fit","Green R","Green B",5.0374053030303
"2153",24,"crop_231.fit","crop_233.fit","Green R","Blue",3.23628039467253
"2154",24,"crop_231.fit","crop_233.fit","Green B","Blue",-0.795630193059629
"2155",24,"crop_232.fit","crop_233.fit","Red","Green R",3.83610741996579
"2156",24,"crop_232.fit","crop_233.fit","Red","Green B",3.39427923387097
"2157",24,"crop_232.fit","crop_233.fit","Red","Blue",-9.761119257087
"2158",24,"crop_232.fit","crop_233.fit","Green R","Green B",11.6415977440738
"2159",24,"crop_232.fit","crop_233.fit","Green R","Blue",-1.22687561094819
"2160",24,"crop_232.fit","crop_233.fit","Green B","Blue",-6.34060361681329
"2161",25,"crop_127.fit","crop_128.fit","Red","Green R",-1.28522116324536
"2162",25,"crop_127.fit","crop_128.fit","Red","Green B",0.0191966604044477
"2163",25,"crop_127.fit","crop_128.fit","Red","Blue",0.238029711174242
"2164",25,"crop_127.fit","crop_128.fit","Green R","Green B",0.438508064516129
"2165",25,"crop_127.fit","crop_128.fit","Green R","Blue",-0.924700635386119
"2166",25,"crop_127.fit","crop_128.fit","Green B","Blue",-0.390389689485582
"2167",25,"crop_127.fit","crop_129.fit","Red","Green R",-0.218748090786901
"2168",25,"crop_127.fit","crop_129.fit","Red","Green B",0.522721545087977
"2169",25,"crop_127.fit","crop_129.fit","Red","Blue",-0.470727944770283
"2170",25,"crop_127.fit","crop_129.fit","Green R","Green B",2.09771352639296
"2171",25,"crop_127.fit","crop_129.fit","Green R","Blue",-1.25271871945259
"2172",25,"crop_127.fit","crop_129.fit","Green B","Blue",1.38181207233627
"2173",25,"crop_127.fit","crop_130.fit","Red","Green R",-3.65812866568915
"2174",25,"crop_127.fit","crop_130.fit","Red","Green B",3.3478505124328
"2175",25,"crop_127.fit","crop_130.fit","Red","Blue",-0.376279650079423
"2176",25,"crop_127.fit","crop_130.fit","Green R","Green B",-0.654707355816227
"2177",25,"crop_127.fit","crop_130.fit","Green R","Blue",-0.305855938416422
"2178",25,"crop_127.fit","crop_130.fit","Green B","Blue",0.36788579469086
"2179",25,"crop_127.fit","crop_131.fit","Red","Green R",-0.591411213954057
"2180",25,"crop_127.fit","crop_131.fit","Red","Green B",-0.296875
"2181",25,"crop_127.fit","crop_131.fit","Red","Blue",-1.76703399926686
"2182",25,"crop_127.fit","crop_131.fit","Green R","Green B",-0.768034426930596
"2183",25,"crop_127.fit","crop_131.fit","Green R","Blue",-1.95657972110215
"2184",25,"crop_127.fit","crop_131.fit","Green B","Blue",-0.948810178396872
"2185",25,"crop_127.fit","crop_132.fit","Red","Green R",-0.764492836632454
"2186",25,"crop_127.fit","crop_132.fit","Red","Green B",0.680189623044966
"2187",25,"crop_127.fit","crop_132.fit","Red","Blue",1.07766297043011
"2188",25,"crop_127.fit","crop_132.fit","Green R","Green B",1.12684286794355
"2189",25,"crop_127.fit","crop_132.fit","Green R","Blue",-2.40107507789589
"2190",25,"crop_127.fit","crop_132.fit","Green B","Blue",0.00196171645894428
"2191",25,"crop_128.fit","crop_129.fit","Red","Green R",-1.7234008431085
"2192",25,"crop_128.fit","crop_129.fit","Red","Green B",1.89865705950635
"2193",25,"crop_128.fit","crop_129.fit","Red","Blue",1.30433047715054
"2194",25,"crop_128.fit","crop_129.fit","Green R","Green B",-0.392895054374389
"2195",25,"crop_128.fit","crop_129.fit","Green R","Blue",0.315946129643206
"2196",25,"crop_128.fit","crop_129.fit","Green B","Blue",-1.50453581301931
"2197",25,"crop_128.fit","crop_130.fit","Red","Green R",-2.71111314760508
"2198",25,"crop_128.fit","crop_130.fit","Red","Green B",0.969538505009775
"2199",25,"crop_128.fit","crop_130.fit","Red","Blue",2.31244654203324
"2200",25,"crop_128.fit","crop_130.fit","Green R","Green B",-1.32713220918866
"2201",25,"crop_128.fit","crop_130.fit","Green R","Blue",-0.512341153470186
"2202",25,"crop_128.fit","crop_130.fit","Green B","Blue",-0.101089015151515
"2203",25,"crop_128.fit","crop_131.fit","Red","Green R",-0.311082886577468
"2204",25,"crop_128.fit","crop_131.fit","Red","Green B",-0.262578373197703
"2205",25,"crop_128.fit","crop_131.fit","Red","Blue",-1.02365753680963
"2206",25,"crop_128.fit","crop_131.fit","Green R","Green B",-2.2414691585716
"2207",25,"crop_128.fit","crop_131.fit","Green R","Blue",0.169475596438172
"2208",25,"crop_128.fit","crop_131.fit","Green B","Blue",1.90063452697336
"2209",25,"crop_128.fit","crop_132.fit","Red","Green R",0.869795962396139
"2210",25,"crop_128.fit","crop_132.fit","Red","Green B",1.48500981335533
"2211",25,"crop_128.fit","crop_132.fit","Red","Blue",0.826308861039834
"2212",25,"crop_128.fit","crop_132.fit","Green R","Green B",-1.5897721545088
"2213",25,"crop_128.fit","crop_132.fit","Green R","Blue",0.858495330064761
"2214",25,"crop_128.fit","crop_132.fit","Green B","Blue",-0.92444384622434
"2215",25,"crop_129.fit","crop_130.fit","Red","Green R",-0.586514082355816
"2216",25,"crop_129.fit","crop_130.fit","Red","Green B",0.510684911107038
"2217",25,"crop_129.fit","crop_130.fit","Red","Blue",0.653749885447214
"2218",25,"crop_129.fit","crop_130.fit","Green R","Green B",-1.20136661473607
"2219",25,"crop_129.fit","crop_130.fit","Green R","Blue",-0.00107488697458456
"2220",25,"crop_129.fit","crop_130.fit","Green B","Blue",1.34901704163612
"2221",25,"crop_129.fit","crop_131.fit","Red","Green R",0.217387299150782
"2222",25,"crop_129.fit","crop_131.fit","Red","Green B",-1.41483573130499
"2223",25,"crop_129.fit","crop_131.fit","Red","Blue",-1.11705862811584
"2224",25,"crop_129.fit","crop_131.fit","Green R","Green B",0.989600516251222
"2225",25,"crop_129.fit","crop_131.fit","Green R","Blue",-1.9284035541911
"2226",25,"crop_129.fit","crop_131.fit","Green B","Blue",-1.45271642839687
"2227",25,"crop_129.fit","crop_132.fit","Red","Green R",2.23034703766496
"2228",25,"crop_129.fit","crop_132.fit","Red","Green B",0.216567292124878
"2229",25,"crop_129.fit","crop_132.fit","Red","Blue",0.930885531219453
"2230",25,"crop_129.fit","crop_132.fit","Green R","Green B",-0.587974153073069
"2231",25,"crop_129.fit","crop_132.fit","Green R","Blue",-2.1288251084433
"2232",25,"crop_129.fit","crop_132.fit","Green B","Blue",0.882929916605572
"2233",25,"crop_130.fit","crop_131.fit","Red","Green R",-2.82321116278715
"2234",25,"crop_130.fit","crop_131.fit","Red","Green B",-1.11896163627199
"2235",25,"crop_130.fit","crop_131.fit","Red","Blue",0.160292281433284
"2236",25,"crop_130.fit","crop_131.fit","Green R","Green B",-0.180949967161535
"2237",25,"crop_130.fit","crop_131.fit","Green R","Blue",-1.04800286763807
"2238",25,"crop_130.fit","crop_131.fit","Green B","Blue",-2.75740726951979
"2239",25,"crop_130.fit","crop_132.fit","Red","Green R",-0.831619337273949
"2240",25,"crop_130.fit","crop_132.fit","Red","Green B",0.641445961632454
"2241",25,"crop_130.fit","crop_132.fit","Red","Blue",2.35180926579301
"2242",25,"crop_130.fit","crop_132.fit","Green R","Green B",2.54674899193548
"2243",25,"crop_130.fit","crop_132.fit","Green R","Blue",1.42749047302664
"2244",25,"crop_130.fit","crop_132.fit","Green B","Blue",-0.378692418132942
"2245",25,"crop_131.fit","crop_132.fit","Red","Green R",-0.00879765395894428
"2246",25,"crop_131.fit","crop_132.fit","Red","Green B",-0.573344330400782
"2247",25,"crop_131.fit","crop_132.fit","Red","Blue",-0.727272727272727
"2248",25,"crop_131.fit","crop_132.fit","Green R","Green B",-0.0592237903225806
"2249",25,"crop_131.fit","crop_132.fit","Green R","Blue",-1.41764418377322
"2250",25,"crop_131.fit","crop_132.fit","Green B","Blue",0.438156769305963
"2251",26,"crop_168.fit","crop_169.fit","Red","Green R",0.611610688538612
"2252",26,"crop_168.fit","crop_169.fit","Red","Green B",0.0423033892350929
"2253",26,"crop_168.fit","crop_169.fit","Red","Blue",-0.453713037634409
"2254",26,"crop_168.fit","crop_169.fit","Green R","Green B",1.46658781616569
"2255",26,"crop_168.fit","crop_169.fit","Green R","Blue",-0.110207416911046
"2256",26,"crop_168.fit","crop_169.fit","Green B","Blue",-0.885015731915934
"2257",26,"crop_168.fit","crop_170.fit","Red","Green R",1.02582019794721
"2258",26,"crop_168.fit","crop_170.fit","Red","Green B",-0.373866882025904
"2259",26,"crop_168.fit","crop_170.fit","Red","Blue",0.255954835654936
"2260",26,"crop_168.fit","crop_170.fit","Green R","Green B",1.20676014173998
"2261",26,"crop_168.fit","crop_170.fit","Green R","Blue",1.24013318670577
"2262",26,"crop_168.fit","crop_170.fit","Green B","Blue",-1.29061659946237
"2263",26,"crop_168.fit","crop_171.fit","Red","Green R",0.151056940371457
"2264",26,"crop_168.fit","crop_171.fit","Red","Green B",1.42570869990225
"2265",26,"crop_168.fit","crop_171.fit","Red","Blue",0.239216764418377
"2266",26,"crop_168.fit","crop_171.fit","Green R","Green B",1.64500855327468
"2267",26,"crop_168.fit","crop_171.fit","Green R","Blue",0.320652817234849
"2268",26,"crop_168.fit","crop_171.fit","Green B","Blue",0.0698008308895406
"2269",26,"crop_168.fit","crop_172.fit","Red","Green R",1.60775121425953
"2270",26,"crop_168.fit","crop_172.fit","Red","Green B",1.15958205416056
"2271",26,"crop_168.fit","crop_172.fit","Red","Blue",-0.234098641403959
"2272",26,"crop_168.fit","crop_172.fit","Green R","Green B",2.23531528745112
"2273",26,"crop_168.fit","crop_172.fit","Green R","Blue",1.39794014998778
"2274",26,"crop_168.fit","crop_172.fit","Green B","Blue",0.294576784732405
"2275",26,"crop_168.fit","crop_173.fit","Red","Green R",1.01128201750367
"2276",26,"crop_168.fit","crop_173.fit","Red","Green B",0.255675613239247
"2277",26,"crop_168.fit","crop_173.fit","Red","Blue",0.398269011944037
"2278",26,"crop_168.fit","crop_173.fit","Green R","Green B",2.65376086342253
"2279",26,"crop_168.fit","crop_173.fit","Green R","Blue",0.371940008706012
"2280",26,"crop_168.fit","crop_173.fit","Green B","Blue",-1.21971844834433
"2281",26,"crop_169.fit","crop_170.fit","Red","Green R",1.01828548845308
"2282",26,"crop_169.fit","crop_170.fit","Red","Green B",-0.23540358855694
"2283",26,"crop_169.fit","crop_170.fit","Red","Blue",0.0169442662512219
"2284",26,"crop_169.fit","crop_170.fit","Green R","Green B",0.743387440432551
"2285",26,"crop_169.fit","crop_170.fit","Green R","Blue",-1.00030929252199
"2286",26,"crop_169.fit","crop_170.fit","Green B","Blue",-1.07027240652493
"2287",26,"crop_169.fit","crop_171.fit","Red","Green R",0.643997624938905
"2288",26,"crop_169.fit","crop_171.fit","Red","Green B",1.04386130712366
"2289",26,"crop_169.fit","crop_171.fit","Red","Blue",-0.19903832936217
"2290",26,"crop_169.fit","crop_171.fit","Green R","Green B",0.822710948955279
"2291",26,"crop_169.fit","crop_171.fit","Green R","Blue",-0.364677362078446
"2292",26,"crop_169.fit","crop_171.fit","Green B","Blue",-0.217124782349707
"2293",26,"crop_169.fit","crop_172.fit","Red","Green R",0.402095552297165
"2294",26,"crop_169.fit","crop_172.fit","Red","Green B",0.20018003879521
"2295",26,"crop_169.fit","crop_172.fit","Red","Blue",-0.274236982985093
"2296",26,"crop_169.fit","crop_172.fit","Green R","Green B",0.578629032258065
"2297",26,"crop_169.fit","crop_172.fit","Green R","Blue",0.365866324535679
"2298",26,"crop_169.fit","crop_172.fit","Green B","Blue",0.416957821664223
"2299",26,"crop_169.fit","crop_173.fit","Red","Green R",1.00238317525049
"2300",26,"crop_169.fit","crop_173.fit","Red","Green B",0.760746005926197
"2301",26,"crop_169.fit","crop_173.fit","Red","Blue",1.17162537038734
"2302",26,"crop_169.fit","crop_173.fit","Green R","Green B",-0.292858970246823
"2303",26,"crop_169.fit","crop_173.fit","Green R","Blue",-0.288167556359971
"2304",26,"crop_169.fit","crop_173.fit","Green B","Blue",0.75489808620479
"2305",26,"crop_170.fit","crop_171.fit","Red","Green R",0.625010977975318
"2306",26,"crop_170.fit","crop_171.fit","Red","Green B",0.0468625901148583
"2307",26,"crop_170.fit","crop_171.fit","Red","Blue",1.30820665704423
"2308",26,"crop_170.fit","crop_171.fit","Green R","Green B",-0.586606679191105
"2309",26,"crop_170.fit","crop_171.fit","Green R","Blue",-0.0623754238453079
"2310",26,"crop_170.fit","crop_171.fit","Green B","Blue",-0.408960127993646
"2311",26,"crop_170.fit","crop_172.fit","Red","Green R",0.636501099706745
"2312",26,"crop_170.fit","crop_172.fit","Red","Green B",1.15222537878788
"2313",26,"crop_170.fit","crop_172.fit","Red","Blue",0.374793804985337
"2314",26,"crop_170.fit","crop_172.fit","Green R","Green B",-0.382114682612414
"2315",26,"crop_170.fit","crop_172.fit","Green R","Blue",0.507769542705279
"2316",26,"crop_170.fit","crop_172.fit","Green B","Blue",-1.01731704010875
"2317",26,"crop_170.fit","crop_173.fit","Red","Green R",1.51226573955279
"2318",26,"crop_170.fit","crop_173.fit","Red","Green B",-0.527762822275171
"2319",26,"crop_170.fit","crop_173.fit","Red","Blue",-0.664407112964321
"2320",26,"crop_170.fit","crop_173.fit","Green R","Green B",0.261731637188416
"2321",26,"crop_170.fit","crop_173.fit","Green R","Blue",0.381045045973851
"2322",26,"crop_170.fit","crop_173.fit","Green B","Blue",0.484029909732405
"2323",26,"crop_171.fit","crop_172.fit","Red","Green R",0.967793961540811
"2324",26,"crop_171.fit","crop_172.fit","Red","Green B",0.895835719849707
"2325",26,"crop_171.fit","crop_172.fit","Red","Blue",-0.124242042399804
"2326",26,"crop_171.fit","crop_172.fit","Green R","Green B",1.72169734772116
"2327",26,"crop_171.fit","crop_172.fit","Green R","Blue",0.715891907991202
"2328",26,"crop_171.fit","crop_172.fit","Green B","Blue",0.917153516006843
"2329",26,"crop_171.fit","crop_173.fit","Red","Green R",0.842141487964321
"2330",26,"crop_171.fit","crop_173.fit","Red","Green B",0.587787050189394
"2331",26,"crop_171.fit","crop_173.fit","Red","Blue",0.0140546722262952
"2332",26,"crop_171.fit","crop_173.fit","Green R","Green B",0.698190638746334
"2333",26,"crop_171.fit","crop_173.fit","Green R","Blue",0.956162558040078
"2334",26,"crop_171.fit","crop_173.fit","Green B","Blue",1.59178637432796
"2335",26,"crop_172.fit","crop_173.fit","Red","Green R",1.49681447794477
"2336",26,"crop_172.fit","crop_173.fit","Red","Green B",1.16714015151515
"2337",26,"crop_172.fit","crop_173.fit","Red","Blue",-1.37722805168622
"2338",26,"crop_172.fit","crop_173.fit","Green R","Green B",0.909572030791789
"2339",26,"crop_172.fit","crop_173.fit","Green R","Blue",-0.551364514601662
"2340",26,"crop_172.fit","crop_173.fit","Green B","Blue",-0.354212487781036
"2341",27,"crop_13.fit","crop_14.fit","Red","Green R",28.4115208600623
"2342",27,"crop_13.fit","crop_14.fit","Red","Green B",9.05947103341887
"2343",27,"crop_13.fit","crop_14.fit","Red","Blue",-88.0219311308651
"2344",27,"crop_13.fit","crop_14.fit","Green R","Green B",17.2505718093231
