"rn","cond","pict1","pict2","chan.a","chan.b","cov"
"1733",20,"crop_121.fit","crop_125.fit","Green R","Blue",-2.65713205645161
"1734",20,"crop_121.fit","crop_125.fit","Green B","Blue",0.997823974370723
"1735",20,"crop_121.fit","crop_126.fit","Red","Green R",0.640190176716764
"1736",20,"crop_121.fit","crop_126.fit","Red","Green B",0.588031906769306
"1737",20,"crop_121.fit","crop_126.fit","Red","Blue",3.15950616293988
"1738",20,"crop_121.fit","crop_126.fit","Green R","Green B",0.164686812683284
"1739",20,"crop_121.fit","crop_126.fit","Green R","Blue",-0.0329329713465298
"1740",20,"crop_121.fit","crop_126.fit","Green B","Blue",1.48836525537634
"1741",20,"crop_122.fit","crop_123.fit","Red","Green R",-0.582439821603128
"1742",20,"crop_122.fit","crop_123.fit","Red","Green B",-1.5608466214565
"1743",20,"crop_122.fit","crop_123.fit","Red","Blue",2.04194159335288
"1744",20,"crop_122.fit","crop_123.fit","Green R","Green B",1.39309552174976
"1745",20,"crop_122.fit","crop_123.fit","Green R","Blue",-1.9831683773216
"1746",20,"crop_122.fit","crop_123.fit","Green B","Blue",-0.701689271749756
"1747",20,"crop_122.fit","crop_124.fit","Red","Green R",-0.180867870998289
"1748",20,"crop_122.fit","crop_124.fit","Red","Green B",2.20013135386119
"1749",20,"crop_122.fit","crop_124.fit","Red","Blue",0.667918633156158
"1750",20,"crop_122.fit","crop_124.fit","Green R","Green B",0.667873289345064
"1751",20,"crop_122.fit","crop_124.fit","Green R","Blue",0.510935495326246
"1752",20,"crop_122.fit","crop_124.fit","Green B","Blue",-1.63527920332356
"1753",20,"crop_122.fit","crop_125.fit","Red","Green R",2.79405604685973
"1754",20,"crop_122.fit","crop_125.fit","Red","Green B",0.194274842680841
"1755",20,"crop_122.fit","crop_125.fit","Red","Blue",0.720033945808895
"1756",20,"crop_122.fit","crop_125.fit","Green R","Green B",-1.12566774728128
"1757",20,"crop_122.fit","crop_125.fit","Green R","Blue",0.722316887371701
"1758",20,"crop_122.fit","crop_125.fit","Green B","Blue",-0.418095235367791
"1759",20,"crop_122.fit","crop_126.fit","Red","Green R",-0.283063752443793
"1760",20,"crop_122.fit","crop_126.fit","Red","Green B",-0.344765701368524
"1761",20,"crop_122.fit","crop_126.fit","Red","Blue",-2.13217100439883
"1762",20,"crop_122.fit","crop_126.fit","Green R","Green B",1.7913191898827
"1763",20,"crop_122.fit","crop_126.fit","Green R","Blue",-1.87671447336266
"1764",20,"crop_122.fit","crop_126.fit","Green B","Blue",2.23751374633431
"1765",20,"crop_123.fit","crop_124.fit","Red","Green R",-1.97920914665811
"1766",20,"crop_123.fit","crop_124.fit","Red","Green B",-0.1040416132087
"1767",20,"crop_123.fit","crop_124.fit","Red","Blue",-0.306946576399071
"1768",20,"crop_123.fit","crop_124.fit","Green R","Green B",0.153847255315249
"1769",20,"crop_123.fit","crop_124.fit","Green R","Blue",0.301042334891251
"1770",20,"crop_123.fit","crop_124.fit","Green B","Blue",1.05673322183529
"1771",20,"crop_123.fit","crop_125.fit","Red","Green R",1.92625950788123
"1772",20,"crop_123.fit","crop_125.fit","Red","Green B",-1.69832810208944
"1773",20,"crop_123.fit","crop_125.fit","Red","Blue",-0.417824604411046
"1774",20,"crop_123.fit","crop_125.fit","Green R","Green B",-1.09129141083211
"1775",20,"crop_123.fit","crop_125.fit","Green R","Blue",-3.91218526622067
"1776",20,"crop_123.fit","crop_125.fit","Green B","Blue",-0.229824867882454
"1777",20,"crop_123.fit","crop_126.fit","Red","Green R",0.230732221407625
"1778",20,"crop_123.fit","crop_126.fit","Red","Green B",-1.64130467986315
"1779",20,"crop_123.fit","crop_126.fit","Red","Blue",-0.113834921798631
"1780",20,"crop_123.fit","crop_126.fit","Green R","Green B",3.96767129459922
"1781",20,"crop_123.fit","crop_126.fit","Green R","Blue",-3.66253894794721
"1782",20,"crop_123.fit","crop_126.fit","Green B","Blue",3.01953888685239
"1783",20,"crop_124.fit","crop_125.fit","Red","Green R",1.96984302449902
"1784",20,"crop_124.fit","crop_125.fit","Red","Green B",0.562203594666422
"1785",20,"crop_124.fit","crop_125.fit","Red","Blue",0.142072183528837
"1786",20,"crop_124.fit","crop_125.fit","Green R","Green B",-4.01679630223607
"1787",20,"crop_124.fit","crop_125.fit","Green R","Blue",-0.676678580156403
"1788",20,"crop_124.fit","crop_125.fit","Green B","Blue",-3.12080354960899
"1789",20,"crop_124.fit","crop_126.fit","Red","Green R",-0.0221330301502933
"1790",20,"crop_124.fit","crop_126.fit","Red","Green B",0.409440295087977
"1791",20,"crop_124.fit","crop_126.fit","Red","Blue",-1.79847921630621
"1792",20,"crop_124.fit","crop_126.fit","Green R","Green B",2.39178007392473
"1793",20,"crop_124.fit","crop_126.fit","Green R","Blue",-2.00908164940738
"1794",20,"crop_124.fit","crop_126.fit","Green B","Blue",-0.0312060880987292
"1795",20,"crop_125.fit","crop_126.fit","Red","Green R",2.96698111406403
"1796",20,"crop_125.fit","crop_126.fit","Red","Green B",-1.57235631262219
"1797",20,"crop_125.fit","crop_126.fit","Red","Blue",-1.8091140105694
"1798",20,"crop_125.fit","crop_126.fit","Green R","Green B",-2.42166546386241
"1799",20,"crop_125.fit","crop_126.fit","Green R","Blue",-2.64210320824169
"1800",20,"crop_125.fit","crop_126.fit","Green B","Blue",-2.18934095873045
"1801",21,"crop_174.fit","crop_175.fit","Red","Green R",-0.718835437286168
"1802",21,"crop_174.fit","crop_175.fit","Red","Green B",0.0284701857282502
"1803",21,"crop_174.fit","crop_175.fit","Red","Blue",-0.739110803091398
"1804",21,"crop_174.fit","crop_175.fit","Green R","Green B",0.407013685239492
"1805",21,"crop_174.fit","crop_175.fit","Green R","Blue",-0.484698611620235
"1806",21,"crop_174.fit","crop_175.fit","Green B","Blue",-0.963098729227762
"1807",21,"crop_174.fit","crop_176.fit","Red","Green R",-0.22032701001955
"1808",21,"crop_174.fit","crop_176.fit","Red","Green B",0.151319457172532
"1809",21,"crop_174.fit","crop_176.fit","Red","Blue",1.10070717253177
"1810",21,"crop_174.fit","crop_176.fit","Green R","Green B",1.39792392167644
"1811",21,"crop_174.fit","crop_176.fit","Green R","Blue",1.34003848973607
"1812",21,"crop_174.fit","crop_176.fit","Green B","Blue",0.0932879704301075
"1813",21,"crop_174.fit","crop_177.fit","Red","Green R",0.0650616866752199
"1814",21,"crop_174.fit","crop_177.fit","Red","Green B",0.949145722598974
"1815",21,"crop_174.fit","crop_177.fit","Red","Blue",0.690596743646139
"1816",21,"crop_174.fit","crop_177.fit","Green R","Green B",1.88417901927542
"1817",21,"crop_174.fit","crop_177.fit","Green R","Blue",-1.42224538734115
"1818",21,"crop_174.fit","crop_177.fit","Green B","Blue",-0.371445045210166
"1819",21,"crop_174.fit","crop_178.fit","Red","Green R",-0.556941803366324
"1820",21,"crop_174.fit","crop_178.fit","Red","Green B",-0.945249495967742
"1821",21,"crop_174.fit","crop_178.fit","Red","Blue",0.637677652278837
"1822",21,"crop_174.fit","crop_178.fit","Green R","Green B",-0.349754475195503
"1823",21,"crop_174.fit","crop_178.fit","Green R","Blue",-0.946269493065738
"1824",21,"crop_174.fit","crop_178.fit","Green B","Blue",-0.67035717558651
"1825",21,"crop_174.fit","crop_179.fit","Red","Green R",-0.0312843658357771
"1826",21,"crop_174.fit","crop_179.fit","Red","Green B",1.85806527981427
"1827",21,"crop_174.fit","crop_179.fit","Red","Blue",-0.0276950452101662
"1828",21,"crop_174.fit","crop_179.fit","Green R","Green B",1.59466880880376
"1829",21,"crop_174.fit","crop_179.fit","Green R","Blue",-1.48913132713221
"1830",21,"crop_174.fit","crop_179.fit","Green B","Blue",-2.06593228784824
"1831",21,"crop_175.fit","crop_176.fit","Red","Green R",0.278649174456256
"1832",21,"crop_175.fit","crop_176.fit","Red","Green B",0.454258595277371
"1833",21,"crop_175.fit","crop_176.fit","Red","Blue",-1.018109840848
"1834",21,"crop_175.fit","crop_176.fit","Green R","Green B",-0.248847312591642
"1835",21,"crop_175.fit","crop_176.fit","Green R","Blue",0.518508866385631
"1836",21,"crop_175.fit","crop_176.fit","Green B","Blue",0.30811358290567
"1837",21,"crop_175.fit","crop_177.fit","Red","Green R",0.393198619257087
"1838",21,"crop_175.fit","crop_177.fit","Red","Green B",0.24445659976784
"1839",21,"crop_175.fit","crop_177.fit","Red","Blue",0.148080477150538
"1840",21,"crop_175.fit","crop_177.fit","Green R","Green B",-0.786561430840665
"1841",21,"crop_175.fit","crop_177.fit","Green R","Blue",-1.19842833577713
"1842",21,"crop_175.fit","crop_177.fit","Green B","Blue",-0.387998877382698
"1843",21,"crop_175.fit","crop_178.fit","Red","Green R",-0.516900354349951
"1844",21,"crop_175.fit","crop_178.fit","Red","Green B",-1.3862643572825
"1845",21,"crop_175.fit","crop_178.fit","Red","Blue",-0.846218612536657
"1846",21,"crop_175.fit","crop_178.fit","Green R","Green B",-0.189936155913978
"1847",21,"crop_175.fit","crop_178.fit","Green R","Blue",-1.52213350745357
"1848",21,"crop_175.fit","crop_178.fit","Green B","Blue",-0.380282792644184
"1849",21,"crop_175.fit","crop_179.fit","Red","Green R",-0.0638020833333333
"1850",21,"crop_175.fit","crop_179.fit","Red","Green B",-0.0993893381903715
"1851",21,"crop_175.fit","crop_179.fit","Red","Blue",0.0231305939943793
"1852",21,"crop_175.fit","crop_179.fit","Green R","Green B",0.0740965603616813
"1853",21,"crop_175.fit","crop_179.fit","Green R","Blue",-0.433463923509286
"1854",21,"crop_175.fit","crop_179.fit","Green B","Blue",-0.471723122097996
"1855",21,"crop_176.fit","crop_177.fit","Red","Green R",1.25853465985459
"1856",21,"crop_176.fit","crop_177.fit","Red","Green B",0.678128627504888
"1857",21,"crop_176.fit","crop_177.fit","Red","Blue",1.32576521260997
"1858",21,"crop_176.fit","crop_177.fit","Green R","Green B",0.142947557734604
"1859",21,"crop_176.fit","crop_177.fit","Green R","Blue",0.452155119745846
"1860",21,"crop_176.fit","crop_177.fit","Green B","Blue",-0.19121151026393
"1861",21,"crop_176.fit","crop_178.fit","Red","Green R",0.790245734817937
"1862",21,"crop_176.fit","crop_178.fit","Red","Green B",-0.981637665719697
"1863",21,"crop_176.fit","crop_178.fit","Red","Blue",-0.128891453598485
"1864",21,"crop_176.fit","crop_178.fit","Green R","Green B",0.796141384866813
"1865",21,"crop_176.fit","crop_178.fit","Green R","Blue",-0.41770575589565
"1866",21,"crop_176.fit","crop_178.fit","Green B","Blue",0.464736356763196
"1867",21,"crop_176.fit","crop_179.fit","Red","Green R",-0.832562965847996
"1868",21,"crop_176.fit","crop_179.fit","Red","Green B",0.363376710654936
"1869",21,"crop_176.fit","crop_179.fit","Red","Blue",0.366842887035679
"1870",21,"crop_176.fit","crop_179.fit","Green R","Green B",-0.377879093352884
"1871",21,"crop_176.fit","crop_179.fit","Green R","Blue",0.947079954026149
"1872",21,"crop_176.fit","crop_179.fit","Green B","Blue",-0.130139601661779
"1873",21,"crop_177.fit","crop_178.fit","Red","Green R",0.0350264235092864
"1874",21,"crop_177.fit","crop_178.fit","Red","Green B",0.371444090603617
"1875",21,"crop_177.fit","crop_178.fit","Red","Blue",1.03321362567204
"1876",21,"crop_177.fit","crop_178.fit","Green R","Green B",-1.17236184934018
"1877",21,"crop_177.fit","crop_178.fit","Green R","Blue",-1.58542010325024
"1878",21,"crop_177.fit","crop_178.fit","Green B","Blue",0.390394462518328
"1879",21,"crop_177.fit","crop_179.fit","Red","Green R",-0.186270466764418
"1880",21,"crop_177.fit","crop_179.fit","Red","Green B",1.92039058681574
"1881",21,"crop_177.fit","crop_179.fit","Red","Blue",0.0179909923326002
"1882",21,"crop_177.fit","crop_179.fit","Green R","Green B",-0.409289467253177
"1883",21,"crop_177.fit","crop_179.fit","Green R","Blue",-1.81657044232649
"1884",21,"crop_177.fit","crop_179.fit","Green B","Blue",-0.0417898109115347
"1885",21,"crop_178.fit","crop_179.fit","Red","Green R",-0.183756033113392
"1886",21,"crop_178.fit","crop_179.fit","Red","Green B",-0.271688183498289
"1887",21,"crop_178.fit","crop_179.fit","Red","Blue",-0.822739109848485
"1888",21,"crop_178.fit","crop_179.fit","Green R","Green B",-0.563112857404692
"1889",21,"crop_178.fit","crop_179.fit","Green R","Blue",-2.0548402370479
"1890",21,"crop_178.fit","crop_179.fit","Green B","Blue",0.322021245723363
"1891",22,"crop_7.fit","crop_8.fit","Red","Green R",-80.8756644061584
"1892",22,"crop_7.fit","crop_8.fit","Red","Green B",159.937205981183
"1893",22,"crop_7.fit","crop_8.fit","Red","Blue",-85.1421103677908
"1894",22,"crop_7.fit","crop_8.fit","Green R","Green B",131.854507461205
"1895",22,"crop_7.fit","crop_8.fit","Green R","Blue",-117.310994585472
"1896",22,"crop_7.fit","crop_8.fit","Green B","Blue",255.264076150874
"1897",22,"crop_7.fit","crop_9.fit","Red","Green R",-111.449531860948
"1898",22,"crop_7.fit","crop_9.fit","Red","Green B",-1.17549295882209
"1899",22,"crop_7.fit","crop_9.fit","Red","Blue",-175.858714412268
"1900",22,"crop_7.fit","crop_9.fit","Green R","Green B",215.182000511669
"1901",22,"crop_7.fit","crop_9.fit","Green R","Blue",-240.820795530914
"1902",22,"crop_7.fit","crop_9.fit","Green B","Blue",65.2802638914345
"1903",22,"crop_7.fit","crop_10.fit","Red","Green R",-15.3435037115103
"1904",22,"crop_7.fit","crop_10.fit","Red","Green B",-54.7959986711877
"1905",22,"crop_7.fit","crop_10.fit","Red","Blue",-99.4099066203873
"1906",22,"crop_7.fit","crop_10.fit","Green R","Green B",-58.8628039467253
"1907",22,"crop_7.fit","crop_10.fit","Green R","Blue",-122.534341016007
"1908",22,"crop_7.fit","crop_10.fit","Green B","Blue",-124.052405990347
"1909",22,"crop_7.fit","crop_11.fit","Red","Green R",36.3626316402432
"1910",22,"crop_7.fit","crop_11.fit","Red","Green B",-232.945827987537
"1911",22,"crop_7.fit","crop_11.fit","Red","Blue",-260.707645539315
"1912",22,"crop_7.fit","crop_11.fit","Green R","Green B",103.277595766129
"1913",22,"crop_7.fit","crop_11.fit","Green R","Blue",6.15521950222996
"1914",22,"crop_7.fit","crop_11.fit","Green B","Blue",151.624927449902
"1915",22,"crop_7.fit","crop_12.fit","Red","Green R",-106.331243699597
"1916",22,"crop_7.fit","crop_12.fit","Red","Green B",-53.3774337693976
"1917",22,"crop_7.fit","crop_12.fit","Red","Blue",63.2483776461694
"1918",22,"crop_7.fit","crop_12.fit","Green R","Green B",195.934031914406
"1919",22,"crop_7.fit","crop_12.fit","Green R","Blue",81.064328071542
"1920",22,"crop_7.fit","crop_12.fit","Green B","Blue",328.624138467589
"1921",22,"crop_8.fit","crop_9.fit","Red","Green R",-85.5922837243402
"1922",22,"crop_8.fit","crop_9.fit","Red","Green B",-20.3742935911535
"1923",22,"crop_8.fit","crop_9.fit","Red","Blue",-38.776551426564
"1924",22,"crop_8.fit","crop_9.fit","Green R","Green B",-26.1103830645161
"1925",22,"crop_8.fit","crop_9.fit","Green R","Blue",-241.329354533236
"1926",22,"crop_8.fit","crop_9.fit","Green B","Blue",37.2115513120112
"1927",22,"crop_8.fit","crop_10.fit","Red","Green R",-125.147640403531
"1928",22,"crop_8.fit","crop_10.fit","Red","Green B",101.06117071038
"1929",22,"crop_8.fit","crop_10.fit","Red","Blue",-114.728008728922
"1930",22,"crop_8.fit","crop_10.fit","Green R","Green B",107.222731663917
"1931",22,"crop_8.fit","crop_10.fit","Green R","Blue",-122.96780112109
"1932",22,"crop_8.fit","crop_10.fit","Green B","Blue",109.369483328751
"1933",22,"crop_8.fit","crop_11.fit","Red","Green R",-17.9986382537573
"1934",22,"crop_8.fit","crop_11.fit","Red","Green B",-64.8521424234787
"1935",22,"crop_8.fit","crop_11.fit","Red","Blue",-1.27639009805718
"1936",22,"crop_8.fit","crop_11.fit","Green R","Green B",25.2107327368952
"1937",22,"crop_8.fit","crop_11.fit","Green R","Blue",36.0145033373045
"1938",22,"crop_8.fit","crop_11.fit","Green B","Blue",108.848352158174
"1939",22,"crop_8.fit","crop_12.fit","Red","Green R",-133.035070335411
"1940",22,"crop_8.fit","crop_12.fit","Red","Green B",158.511585105083
"1941",22,"crop_8.fit","crop_12.fit","Red","Blue",-55.3262234237537
"1942",22,"crop_8.fit","crop_12.fit","Green R","Green B",216.12209799609
"1943",22,"crop_8.fit","crop_12.fit","Green R","Blue",-117.018969941349
"1944",22,"crop_8.fit","crop_12.fit","Green B","Blue",189.084188660802
"1945",22,"crop_9.fit","crop_10.fit","Red","Green R",-172.599593146689
"1946",22,"crop_9.fit","crop_10.fit","Red","Green B",-51.0505745776821
"1947",22,"crop_9.fit","crop_10.fit","Red","Blue",-11.6949034510936
"1948",22,"crop_9.fit","crop_10.fit","Green R","Green B",4.63292037054008
"1949",22,"crop_9.fit","crop_10.fit","Green R","Blue",-152.191661129949
"1950",22,"crop_9.fit","crop_10.fit","Green B","Blue",94.3822965351601
"1951",22,"crop_9.fit","crop_11.fit","Red","Green R",-5.24459644962732
"1952",22,"crop_9.fit","crop_11.fit","Red","Green B",-124.79866631919
"1953",22,"crop_9.fit","crop_11.fit","Red","Blue",-150.247497498931
"1954",22,"crop_9.fit","crop_11.fit","Green R","Green B",129.172814810148
"1955",22,"crop_9.fit","crop_11.fit","Green R","Blue",-126.770475833181
"1956",22,"crop_9.fit","crop_11.fit","Green B","Blue",75.8722216176381
"1957",22,"crop_9.fit","crop_12.fit","Red","Green R",-120.885678228861
"1958",22,"crop_9.fit","crop_12.fit","Red","Green B",-89.6718568624756
"1959",22,"crop_9.fit","crop_12.fit","Red","Blue",33.7363639227456
"1960",22,"crop_9.fit","crop_12.fit","Green R","Green B",-20.6992798448192
"1961",22,"crop_9.fit","crop_12.fit","Green R","Blue",-31.6144783266129
"1962",22,"crop_9.fit","crop_12.fit","Green B","Blue",184.666455698619
"1963",22,"crop_10.fit","crop_11.fit","Red","Green R",-49.3783134393328
"1964",22,"crop_10.fit","crop_11.fit","Red","Green B",-101.792678549609
"1965",22,"crop_10.fit","crop_11.fit","Red","Blue",-177.641793438416
"1966",22,"crop_10.fit","crop_11.fit","Green R","Green B",-50.409073726173
"1967",22,"crop_10.fit","crop_11.fit","Green R","Blue",118.787294568671
"1968",22,"crop_10.fit","crop_11.fit","Green B","Blue",-28.0168468963832
"1969",22,"crop_10.fit","crop_12.fit","Red","Green R",-143.245937194526
"1970",22,"crop_10.fit","crop_12.fit","Red","Green B",-199.663505009775
"1971",22,"crop_10.fit","crop_12.fit","Red","Blue",-89.9788306451613
"1972",22,"crop_10.fit","crop_12.fit","Green R","Green B",-36.1116536458333
"1973",22,"crop_10.fit","crop_12.fit","Green R","Blue",106.523580690982
"1974",22,"crop_10.fit","crop_12.fit","Green B","Blue",151.966372075086
"1975",22,"crop_11.fit","crop_12.fit","Red","Green R",28.2696677587366
"1976",22,"crop_11.fit","crop_12.fit","Red","Green B",-255.084728013502
"1977",22,"crop_11.fit","crop_12.fit","Red","Blue",44.5440665475318
"1978",22,"crop_11.fit","crop_12.fit","Green R","Green B",11.8636855258737
"1979",22,"crop_11.fit","crop_12.fit","Green R","Blue",207.364397185056
"1980",22,"crop_11.fit","crop_12.fit","Green B","Blue",309.432991393267
"1981",23,"crop_67.fit","crop_68.fit","Red","Green R",2.09662718413978
"1982",23,"crop_67.fit","crop_68.fit","Red","Green B",0.197129116263441
"1983",23,"crop_67.fit","crop_68.fit","Red","Blue",7.54523021291544
"1984",23,"crop_67.fit","crop_68.fit","Green R","Green B",-16.3017053091398
"1985",23,"crop_67.fit","crop_68.fit","Green R","Blue",-18.7529898277126
"1986",23,"crop_67.fit","crop_68.fit","Green B","Blue",-14.6279688263685
"1987",23,"crop_67.fit","crop_69.fit","Red","Green R",4.11288317906892
"1988",23,"crop_67.fit","crop_69.fit","Red","Green B",-8.30343792002688
"1989",23,"crop_67.fit","crop_69.fit","Red","Blue",8.2257047860154
"1990",23,"crop_67.fit","crop_69.fit","Green R","Green B",3.94730762768817
"1991",23,"crop_67.fit","crop_69.fit","Green R","Blue",-18.8699148109115
"1992",23,"crop_67.fit","crop_69.fit","Green B","Blue",33.4073659350562
"1993",23,"crop_67.fit","crop_70.fit","Red","Green R",1.56896841397849
"1994",23,"crop_67.fit","crop_70.fit","Red","Green B",8.76082810208944
"1995",23,"crop_67.fit","crop_70.fit","Red","Blue",2.39238433987048
"1996",23,"crop_67.fit","crop_70.fit","Green R","Green B",6.88981167521994
"1997",23,"crop_67.fit","crop_70.fit","Green R","Blue",-18.3819839015152
"1998",23,"crop_67.fit","crop_70.fit","Green B","Blue",10.2724385042461
"1999",23,"crop_67.fit","crop_71.fit","Red","Green R",4.25876042430352
"2000",23,"crop_67.fit","crop_71.fit","Red","Green B",2.57843333791544
"2001",23,"crop_67.fit","crop_71.fit","Red","Blue",4.37234762570259
"2002",23,"crop_67.fit","crop_71.fit","Green R","Green B",5.76508469269306
"2003",23,"crop_67.fit","crop_71.fit","Green R","Blue",-20.6149756766251
"2004",23,"crop_67.fit","crop_71.fit","Green B","Blue",-14.6520430489369
"2005",23,"crop_67.fit","crop_72.fit","Red","Green R",-5.7774172547043
"2006",23,"crop_67.fit","crop_72.fit","Red","Green B",19.5984151622067
"2007",23,"crop_67.fit","crop_72.fit","Red","Blue",-10.0972066303152
"2008",23,"crop_67.fit","crop_72.fit","Green R","Green B",27.3842248403898
"2009",23,"crop_67.fit","crop_72.fit","Green R","Blue",-2.38808813309506
"2010",23,"crop_67.fit","crop_72.fit","Green B","Blue",12.8772810323497
"2011",23,"crop_68.fit","crop_69.fit","Red","Green R",-1.88579278164712
"2012",23,"crop_68.fit","crop_69.fit","Red","Green B",4.92934384164223
"2013",23,"crop_68.fit","crop_69.fit","Red","Blue",9.93078625213832
"2014",23,"crop_68.fit","crop_69.fit","Green R","Green B",0.43655303030303
"2015",23,"crop_68.fit","crop_69.fit","Green R","Blue",-7.86714645191838
"2016",23,"crop_68.fit","crop_69.fit","Green B","Blue",23.3333180596285
"2017",23,"crop_68.fit","crop_70.fit","Red","Green R",15.3597320228495
"2018",23,"crop_68.fit","crop_70.fit","Red","Green B",4.20373547088832
"2019",23,"crop_68.fit","crop_70.fit","Red","Blue",1.33193531204179
"2020",23,"crop_68.fit","crop_70.fit","Green R","Green B",8.76248434445259
"2021",23,"crop_68.fit","crop_70.fit","Green R","Blue",-28.5493741599462
"2022",23,"crop_68.fit","crop_70.fit","Green B","Blue",16.5082740522666
"2023",23,"crop_68.fit","crop_71.fit","Red","Green R",18.0845132270283
"2024",23,"crop_68.fit","crop_71.fit","Red","Green B",7.990988514174
"2025",23,"crop_68.fit","crop_71.fit","Red","Blue",21.1684823283236
"2026",23,"crop_68.fit","crop_71.fit","Green R","Green B",17.0138532502444
"2027",23,"crop_68.fit","crop_71.fit","Green R","Blue",-12.0891478418255
"2028",23,"crop_68.fit","crop_71.fit","Green B","Blue",0.819228066959922
"2029",23,"crop_68.fit","crop_72.fit","Red","Green R",9.69721646276271
"2030",23,"crop_68.fit","crop_72.fit","Red","Green B",26.4885996112842
"2031",23,"crop_68.fit","crop_72.fit","Red","Blue",14.7369729617241
"2032",23,"crop_68.fit","crop_72.fit","Green R","Green B",22.8538807620051
"2033",23,"crop_68.fit","crop_72.fit","Green R","Blue",-0.63352606839565
"2034",23,"crop_68.fit","crop_72.fit","Green B","Blue",19.4290531639479
"2035",23,"crop_69.fit","crop_70.fit","Red","Green R",-2.97281948771994
"2036",23,"crop_69.fit","crop_70.fit","Red","Green B",-20.9846074466948
"2037",23,"crop_69.fit","crop_70.fit","Red","Blue",-5.13930955217498
"2038",23,"crop_69.fit","crop_70.fit","Green R","Green B",18.0210233000367
"2039",23,"crop_69.fit","crop_70.fit","Green R","Blue",-21.5317425769795
"2040",23,"crop_69.fit","crop_70.fit","Green B","Blue",-4.36301205095308
"2041",23,"crop_69.fit","crop_71.fit","Red","Green R",-1.24925922531769
"2042",23,"crop_69.fit","crop_71.fit","Red","Green B",-2.879505742913
"2043",23,"crop_69.fit","crop_71.fit","Red","Blue",4.08711166605572
"2044",23,"crop_69.fit","crop_71.fit","Green R","Green B",1.78146383186706
"2045",23,"crop_69.fit","crop_71.fit","Green R","Blue",-4.05500824780059
"2046",23,"crop_69.fit","crop_71.fit","Green B","Blue",12.8486834066471
"2047",23,"crop_69.fit","crop_72.fit","Red","Green R",6.1918229357588
"2048",23,"crop_69.fit","crop_72.fit","Red","Green B",-32.8737833539528
"2049",23,"crop_69.fit","crop_72.fit","Red","Blue",-21.9323794904692
"2050",23,"crop_69.fit","crop_72.fit","Green R","Green B",25.2874754666117
"2051",23,"crop_69.fit","crop_72.fit","Green R","Blue",-2.84728204423265
"2052",23,"crop_69.fit","crop_72.fit","Green B","Blue",-4.38823084677419
"2053",23,"crop_70.fit","crop_71.fit","Red","Green R",9.46228063141496
"2054",23,"crop_70.fit","crop_71.fit","Red","Green B",-7.82372092268451
"2055",23,"crop_70.fit","crop_71.fit","Red","Blue",4.72942536504154
"2056",23,"crop_70.fit","crop_71.fit","Green R","Green B",0.577791842314272
"2057",23,"crop_70.fit","crop_71.fit","Green R","Blue",-14.0795015426442
"2058",23,"crop_70.fit","crop_71.fit","Green B","Blue",0.978886966947703
"2059",23,"crop_70.fit","crop_72.fit","Red","Green R",-3.35769107404692
"2060",23,"crop_70.fit","crop_72.fit","Red","Green B",-8.64853677908113
"2061",23,"crop_70.fit","crop_72.fit","Red","Blue",3.33973301564027
"2062",23,"crop_70.fit","crop_72.fit","Green R","Green B",13.4074432581867
"2063",23,"crop_70.fit","crop_72.fit","Green R","Blue",-18.5080015120968
"2064",23,"crop_70.fit","crop_72.fit","Green B","Blue",-6.47587518328446
"2065",23,"crop_71.fit","crop_72.fit","Red","Green R",10.1801815088893
"2066",23,"crop_71.fit","crop_72.fit","Red","Green B",-2.72813616889663
"2067",23,"crop_71.fit","crop_72.fit","Red","Blue",2.56946194556452
"2068",23,"crop_71.fit","crop_72.fit","Green R","Green B",-6.03192442952713
"2069",23,"crop_71.fit","crop_72.fit","Green R","Blue",2.77624117943548
"2070",23,"crop_71.fit","crop_72.fit","Green B","Blue",4.36977352914223
"2071",24,"crop_228.fit","crop_229.fit","Red","Green R",8.00818336464443
"2072",24,"crop_228.fit","crop_229.fit","Red","Green B",3.73838387020406
"2073",24,"crop_228.fit","crop_229.fit","Red","Blue",-12.5053066578079
"2074",24,"crop_228.fit","crop_229.fit","Green R","Green B",0.517649243187928
"2075",24,"crop_228.fit","crop_229.fit","Green R","Blue",16.9167497174365
"2076",24,"crop_228.fit","crop_229.fit","Green B","Blue",-18.0006710884042
"2077",24,"crop_228.fit","crop_230.fit","Red","Green R",7.60098973607038
"2078",24,"crop_228.fit","crop_230.fit","Red","Green B",2.65288978494624
"2079",24,"crop_228.fit","crop_230.fit","Red","Blue",-5.79238453079179
"2080",24,"crop_228.fit","crop_230.fit","Green R","Green B",-2.01237551930596
"2081",24,"crop_228.fit","crop_230.fit","Green R","Blue",12.5181050678152
"2082",24,"crop_228.fit","crop_230.fit","Green B","Blue",-6.92320094849707
"2083",24,"crop_228.fit","crop_231.fit","Red","Green R",3.37245549624267
"2084",24,"crop_228.fit","crop_231.fit","Red","Green B",6.30662439668866
"2085",24,"crop_228.fit","crop_231.fit","Red","Blue",-6.95112796309873
"2086",24,"crop_228.fit","crop_231.fit","Green R","Green B",-5.81289807093108
"2087",24,"crop_228.fit","crop_231.fit","Green R","Blue",-3.57234772116325
"2088",24,"crop_228.fit","crop_231.fit","Green B","Blue",7.39104502688172
"2089",24,"crop_228.fit","crop_232.fit","Red","Green R",6.12944273888074
"2090",24,"crop_228.fit","crop_232.fit","Red","Green B",0.776538062072336
"2091",24,"crop_228.fit","crop_232.fit","Red","Blue",-10.913124121762
